session_id,user_id,channel,language,total_duration_sec,total_turns,final_outcome,is_completed,is_abandoned,is_transferred,transfer_reason,session_date,session_month
S2512,U1404,voice,KINYARWANDA,205,13,abandoned,0,1,0,user_request,"March 27, 2025","March 1, 2025"
S2513,U1307,voice,KINYARWANDA,18,11,completed,1,0,0,repeated_errors,"February 20, 2025","February 1, 2025"
S2514,U1255,voice,KINYARWANDA,317,6,completed,1,0,0,,"March 6, 2025","March 1, 2025"
S2515,U1182,voice,KINYARWANDA,243,9,abandoned,0,1,0,,"April 3, 2025","April 1, 2025"
S2516,U1116,voice,KINYARWANDA,35,9,completed,1,0,0,repeated_errors,"February 21, 2025","February 1, 2025"
S2517,U1281,voice,KINYARWANDA,161,4,transferred,0,0,1,repeated_errors,"April 5, 2025","April 1, 2025"
S2518,U1195,voice,KINYARWANDA,44,3,abandoned,0,1,0,,"January 30, 2025","January 1, 2025"
S2519,U1033,voice,KINYARWANDA,34,10,completed,1,0,0,,"February 26, 2025","February 1, 2025"
S2520,U1051,voice,KINYARWANDA,19,10,transferred,0,0,1,,"March 20, 2025","March 1, 2025"
S2521,U1111,voice,KINYARWANDA,30,9,completed,1,0,0,repeated_errors,"March 23, 2025","March 1, 2025"
S2522,U1251,voice,KINYARWANDA,346,10,completed,1,0,0,system,"April 9, 2025","April 1, 2025"
S2523,U1081,voice,KINYARWANDA,280,5,completed,1,0,0,,"April 24, 2025","April 1, 2025"
S2524,U1231,voice,KINYARWANDA,121,13,completed,1,0,0,repeated_errors,"January 30, 2025","January 1, 2025"
S2525,U1226,voice,KINYARWANDA,49,4,completed,1,0,0,,"April 8, 2025","April 1, 2025"
S2526,U1232,voice,KINYARWANDA,267,9,completed,1,0,0,,"February 11, 2025","February 1, 2025"
S2527,U1220,voice,KINYARWANDA,203,10,completed,1,0,0,,"January 11, 2025","January 1, 2025"
S2528,U1435,voice,KINYARWANDA,123,3,completed,1,0,0,user_request,"January 27, 2025","January 1, 2025"
S2529,U1412,voice,KINYARWANDA,132,14,abandoned,0,1,0,,"January 24, 2025","January 1, 2025"
S2530,U1421,voice,KINYARWANDA,283,12,abandoned,0,1,0,,"April 9, 2025","April 1, 2025"
S2531,U1041,voice,KINYARWANDA,10,11,completed,1,0,0,,"February 8, 2025","February 1, 2025"
S2532,U1020,voice,KINYARWANDA,286,13,completed,1,0,0,,"March 13, 2025","March 1, 2025"
S2533,U1041,voice,KINYARWANDA,428,6,completed,1,0,0,,"April 25, 2025","April 1, 2025"
S2534,U1396,voice,KINYARWANDA,112,14,completed,1,0,0,repeated_errors,"January 18, 2025","January 1, 2025"
S2535,U1112,voice,KINYARWANDA,22,6,abandoned,0,1,0,,"March 18, 2025","March 1, 2025"
S2536,U1104,voice,KINYARWANDA,186,5,abandoned,0,1,0,repeated_errors,"February 14, 2025","February 1, 2025"
S2537,U1191,voice,KINYARWANDA,29,8,completed,1,0,0,,"March 29, 2025","March 1, 2025"
S2538,U1016,voice,KINYARWANDA,155,3,completed,1,0,0,,"April 25, 2025","April 1, 2025"
S2539,U1119,voice,KINYARWANDA,146,8,completed,1,0,0,,"March 28, 2025","March 1, 2025"
S2540,U1392,voice,KINYARWANDA,160,4,abandoned,0,1,0,,"January 12, 2025","January 1, 2025"
S2541,U1424,voice,KINYARWANDA,164,11,completed,1,0,0,,"February 18, 2025","February 1, 2025"
S2542,U1128,voice,KINYARWANDA,86,4,transferred,0,0,1,,"April 4, 2025","April 1, 2025"
S2543,U1129,voice,KINYARWANDA,23,9,abandoned,0,1,0,repeated_errors,"January 31, 2025","January 1, 2025"
S2544,U1059,voice,KINYARWANDA,196,14,completed,1,0,0,repeated_errors,"April 2, 2025","April 1, 2025"
S2545,U1047,voice,KINYARWANDA,130,3,abandoned,0,1,0,,"January 22, 2025","January 1, 2025"
S2546,U1028,voice,KINYARWANDA,105,14,transferred,0,0,1,,"February 13, 2025","February 1, 2025"
S2547,U1096,voice,KINYARWANDA,25,9,abandoned,0,1,0,,"April 2, 2025","April 1, 2025"
S2548,U1009,voice,KINYARWANDA,56,7,completed,1,0,0,,"March 5, 2025","March 1, 2025"
S2549,U1241,voice,KINYARWANDA,122,10,completed,1,0,0,,"March 18, 2025","March 1, 2025"
S2550,U1313,voice,KINYARWANDA,435,6,abandoned,0,1,0,user_request,"January 25, 2025","January 1, 2025"
S2551,U1443,voice,KINYARWANDA,33,14,abandoned,0,1,0,,"April 18, 2025","April 1, 2025"
S2552,U1231,voice,KINYARWANDA,78,12,abandoned,0,1,0,,"February 20, 2025","February 1, 2025"
S2553,U1276,voice,KINYARWANDA,211,9,transferred,0,0,1,,"April 20, 2025","April 1, 2025"
S2554,U1283,voice,KINYARWANDA,39,8,transferred,0,0,1,,"January 7, 2025","January 1, 2025"
S2555,U1202,voice,KINYARWANDA,213,7,transferred,0,0,1,repeated_errors,"April 19, 2025","April 1, 2025"
S2556,U1246,voice,KINYARWANDA,16,6,completed,1,0,0,,"January 6, 2025","January 1, 2025"
S2557,U1289,voice,KINYARWANDA,22,9,completed,1,0,0,,"January 24, 2025","January 1, 2025"
S2558,U1263,voice,KINYARWANDA,244,14,abandoned,0,1,0,repeated_errors,"January 19, 2025","January 1, 2025"
S2559,U1442,voice,KINYARWANDA,175,7,abandoned,0,1,0,,"March 24, 2025","March 1, 2025"
S2560,U1213,voice,KINYARWANDA,290,7,abandoned,0,1,0,repeated_errors,"April 10, 2025","April 1, 2025"
S2561,U1199,voice,KINYARWANDA,326,3,completed,1,0,0,repeated_errors,"April 25, 2025","April 1, 2025"
S2562,U1432,voice,KINYARWANDA,250,4,abandoned,0,1,0,,"January 9, 2025","January 1, 2025"
S2563,U1078,voice,KINYARWANDA,22,7,abandoned,0,1,0,repeated_errors,"April 22, 2025","April 1, 2025"
S2564,U1400,voice,KINYARWANDA,78,5,completed,1,0,0,,"February 5, 2025","February 1, 2025"
S2565,U1443,voice,KINYARWANDA,100,4,completed,1,0,0,,"April 12, 2025","April 1, 2025"
S2566,U1342,voice,KINYARWANDA,166,6,completed,1,0,0,,"February 9, 2025","February 1, 2025"
S2567,U1343,voice,KINYARWANDA,191,6,completed,1,0,0,,"April 3, 2025","April 1, 2025"
S2568,U1172,voice,KINYARWANDA,74,6,completed,1,0,0,repeated_errors,"January 24, 2025","January 1, 2025"
S2569,U1466,voice,KINYARWANDA,64,6,completed,1,0,0,user_request,"February 17, 2025","February 1, 2025"
S2570,U1068,voice,KINYARWANDA,112,5,completed,1,0,0,system,"March 4, 2025","March 1, 2025"
S2571,U1415,voice,KINYARWANDA,107,14,abandoned,0,1,0,repeated_errors,"March 10, 2025","March 1, 2025"
S2572,U1427,voice,KINYARWANDA,52,9,abandoned,0,1,0,,"February 22, 2025","February 1, 2025"
S2573,U1448,voice,KINYARWANDA,28,11,abandoned,0,1,0,,"February 23, 2025","February 1, 2025"
S2574,U1086,voice,KINYARWANDA,72,14,completed,1,0,0,,"February 11, 2025","February 1, 2025"
S2575,U1100,voice,KINYARWANDA,157,7,completed,1,0,0,,"April 29, 2025","April 1, 2025"
S2576,U1007,voice,KINYARWANDA,94,6,transferred,0,0,1,,"February 14, 2025","February 1, 2025"
S2577,U1332,voice,KINYARWANDA,11,13,completed,1,0,0,system,"March 31, 2025","March 1, 2025"
S2578,U1199,voice,KINYARWANDA,137,4,transferred,0,0,1,,"January 14, 2025","January 1, 2025"
S2579,U1086,voice,KINYARWANDA,110,4,abandoned,0,1,0,,"April 13, 2025","April 1, 2025"
S2580,U1042,voice,KINYARWANDA,138,7,completed,1,0,0,,"January 29, 2025","January 1, 2025"
S2581,U1384,voice,KINYARWANDA,204,9,transferred,0,0,1,user_request,"April 26, 2025","April 1, 2025"
S2582,U1108,voice,KINYARWANDA,115,12,completed,1,0,0,repeated_errors,"January 6, 2025","January 1, 2025"
S2583,U1434,voice,KINYARWANDA,48,12,completed,1,0,0,repeated_errors,"January 7, 2025","January 1, 2025"
S2584,U1407,voice,KINYARWANDA,113,11,abandoned,0,1,0,,"February 6, 2025","February 1, 2025"
S2585,U1482,voice,KINYARWANDA,91,9,completed,1,0,0,user_request,"February 22, 2025","February 1, 2025"
S2586,U1151,voice,KINYARWANDA,179,7,transferred,0,0,1,,"January 18, 2025","January 1, 2025"
S2587,U1016,voice,KINYARWANDA,40,12,completed,1,0,0,user_request,"March 28, 2025","March 1, 2025"
S2588,U1132,voice,KINYARWANDA,265,12,completed,1,0,0,,"April 18, 2025","April 1, 2025"
S2589,U1147,voice,KINYARWANDA,81,12,abandoned,0,1,0,,"February 7, 2025","February 1, 2025"
S2590,U1276,voice,KINYARWANDA,77,8,abandoned,0,1,0,,"February 28, 2025","February 1, 2025"
S2591,U1231,voice,KINYARWANDA,286,13,completed,1,0,0,repeated_errors,"January 1, 2025","January 1, 2025"
S2592,U1313,voice,KINYARWANDA,253,14,completed,1,0,0,,"March 9, 2025","March 1, 2025"
S2593,U1414,voice,KINYARWANDA,75,5,abandoned,0,1,0,user_request,"April 25, 2025","April 1, 2025"
S2594,U1365,voice,KINYARWANDA,46,7,completed,1,0,0,,"February 13, 2025","February 1, 2025"
S2595,U1227,voice,KINYARWANDA,167,10,abandoned,0,1,0,,"February 16, 2025","February 1, 2025"
S2596,U1138,voice,KINYARWANDA,126,3,abandoned,0,1,0,,"February 4, 2025","February 1, 2025"
S2597,U1435,voice,KINYARWANDA,72,14,abandoned,0,1,0,,"March 28, 2025","March 1, 2025"
S2598,U1398,voice,KINYARWANDA,247,3,abandoned,0,1,0,,"April 1, 2025","April 1, 2025"
S2599,U1210,voice,KINYARWANDA,91,9,completed,1,0,0,,"March 1, 2025","March 1, 2025"
S2600,U1390,voice,KINYARWANDA,51,7,abandoned,0,1,0,repeated_errors,"March 31, 2025","March 1, 2025"
S2601,U1498,voice,KINYARWANDA,148,7,transferred,0,0,1,,"February 21, 2025","February 1, 2025"
S2602,U1027,voice,KINYARWANDA,32,3,completed,1,0,0,system,"January 8, 2025","January 1, 2025"
S2603,U1050,voice,KINYARWANDA,69,11,transferred,0,0,1,repeated_errors,"April 17, 2025","April 1, 2025"
S2604,U1490,voice,KINYARWANDA,210,3,completed,1,0,0,user_request,"March 21, 2025","March 1, 2025"
S2605,U1441,voice,KINYARWANDA,116,7,completed,1,0,0,,"February 10, 2025","February 1, 2025"
S2606,U1260,voice,KINYARWANDA,123,12,completed,1,0,0,,"January 3, 2025","January 1, 2025"
S2607,U1260,voice,KINYARWANDA,66,11,transferred,0,0,1,,"April 6, 2025","April 1, 2025"
S2608,U1349,voice,KINYARWANDA,79,6,completed,1,0,0,repeated_errors,"March 10, 2025","March 1, 2025"
S2609,U1351,voice,KINYARWANDA,37,10,transferred,0,0,1,user_request,"March 25, 2025","March 1, 2025"
S2610,U1007,voice,KINYARWANDA,130,8,transferred,0,0,1,,"January 14, 2025","January 1, 2025"
S2611,U1319,voice,KINYARWANDA,37,13,completed,1,0,0,,"April 6, 2025","April 1, 2025"
S2612,U1137,voice,KINYARWANDA,35,5,completed,1,0,0,user_request,"January 26, 2025","January 1, 2025"
S2613,U1037,voice,KINYARWANDA,88,6,abandoned,0,1,0,,"April 21, 2025","April 1, 2025"
S2614,U1110,voice,KINYARWANDA,203,4,completed,1,0,0,repeated_errors,"March 11, 2025","March 1, 2025"
S2615,U1479,voice,KINYARWANDA,40,3,abandoned,0,1,0,,"February 27, 2025","February 1, 2025"
S2616,U1367,voice,KINYARWANDA,197,10,completed,1,0,0,user_request,"April 10, 2025","April 1, 2025"
S2617,U1219,voice,KINYARWANDA,157,3,completed,1,0,0,,"February 9, 2025","February 1, 2025"
S2618,U1336,voice,KINYARWANDA,10,13,abandoned,0,1,0,,"February 20, 2025","February 1, 2025"
S2619,U1222,voice,KINYARWANDA,114,3,completed,1,0,0,repeated_errors,"January 5, 2025","January 1, 2025"
S2620,U1135,voice,KINYARWANDA,39,6,completed,1,0,0,system,"March 18, 2025","March 1, 2025"
S2621,U1255,voice,KINYARWANDA,101,12,completed,1,0,0,,"February 1, 2025","February 1, 2025"
S2622,U1359,voice,KINYARWANDA,75,14,completed,1,0,0,,"March 21, 2025","March 1, 2025"
S2623,U1408,voice,KINYARWANDA,321,12,completed,1,0,0,repeated_errors,"January 1, 2025","January 1, 2025"
S2624,U1328,voice,KINYARWANDA,152,8,abandoned,0,1,0,system,"March 18, 2025","March 1, 2025"
S2625,U1449,voice,KINYARWANDA,78,11,completed,1,0,0,user_request,"February 23, 2025","February 1, 2025"
S2626,U1462,voice,KINYARWANDA,119,3,completed,1,0,0,system,"January 11, 2025","January 1, 2025"
S2627,U1433,voice,KINYARWANDA,190,9,abandoned,0,1,0,,"February 22, 2025","February 1, 2025"
S2628,U1450,voice,KINYARWANDA,102,12,completed,1,0,0,,"January 8, 2025","January 1, 2025"
S2629,U1048,voice,KINYARWANDA,302,13,completed,1,0,0,repeated_errors,"January 25, 2025","January 1, 2025"
S2630,U1291,voice,KINYARWANDA,105,7,transferred,0,0,1,user_request,"February 9, 2025","February 1, 2025"
S2631,U1381,voice,KINYARWANDA,133,14,abandoned,0,1,0,,"February 1, 2025","February 1, 2025"
S2632,U1323,voice,KINYARWANDA,93,10,abandoned,0,1,0,,"March 29, 2025","March 1, 2025"
S2633,U1077,voice,KINYARWANDA,56,9,abandoned,0,1,0,user_request,"January 28, 2025","January 1, 2025"
S2634,U1104,voice,KINYARWANDA,72,6,completed,1,0,0,,"March 19, 2025","March 1, 2025"
S2635,U1168,voice,KINYARWANDA,97,6,abandoned,0,1,0,,"April 19, 2025","April 1, 2025"
S2636,U1216,voice,KINYARWANDA,221,8,completed,1,0,0,,"January 3, 2025","January 1, 2025"
S2637,U1377,voice,KINYARWANDA,249,8,completed,1,0,0,repeated_errors,"April 10, 2025","April 1, 2025"
S2638,U1118,voice,KINYARWANDA,326,11,completed,1,0,0,repeated_errors,"April 1, 2025","April 1, 2025"
S2639,U1189,voice,KINYARWANDA,55,14,completed,1,0,0,,"March 25, 2025","March 1, 2025"
S2640,U1254,voice,KINYARWANDA,175,7,completed,1,0,0,repeated_errors,"April 21, 2025","April 1, 2025"
S2641,U1369,voice,KINYARWANDA,229,10,transferred,0,0,1,repeated_errors,"March 20, 2025","March 1, 2025"
S2642,U1265,voice,KINYARWANDA,46,7,completed,1,0,0,,"March 3, 2025","March 1, 2025"
S2643,U1148,voice,KINYARWANDA,110,4,completed,1,0,0,repeated_errors,"January 27, 2025","January 1, 2025"
S2644,U1163,voice,KINYARWANDA,18,8,completed,1,0,0,,"April 27, 2025","April 1, 2025"
S2645,U1139,voice,KINYARWANDA,161,11,completed,1,0,0,,"February 14, 2025","February 1, 2025"
S2646,U1346,voice,KINYARWANDA,247,5,abandoned,0,1,0,,"April 15, 2025","April 1, 2025"
S2647,U1487,voice,KINYARWANDA,28,3,completed,1,0,0,,"April 2, 2025","April 1, 2025"
S2648,U1257,voice,KINYARWANDA,59,3,completed,1,0,0,,"January 25, 2025","January 1, 2025"
S2649,U1373,voice,KINYARWANDA,58,5,completed,1,0,0,user_request,"April 16, 2025","April 1, 2025"
S2650,U1268,voice,KINYARWANDA,43,12,abandoned,0,1,0,repeated_errors,"March 2, 2025","March 1, 2025"
S2651,U1180,voice,KINYARWANDA,111,7,completed,1,0,0,user_request,"February 13, 2025","February 1, 2025"
S2652,U1159,voice,KINYARWANDA,151,5,completed,1,0,0,,"April 20, 2025","April 1, 2025"
S2653,U1350,voice,KINYARWANDA,169,11,completed,1,0,0,,"April 7, 2025","April 1, 2025"
S2654,U1399,voice,KINYARWANDA,199,10,completed,1,0,0,,"February 15, 2025","February 1, 2025"
S2655,U1287,voice,KINYARWANDA,329,5,completed,1,0,0,,"January 14, 2025","January 1, 2025"
S2656,U1287,voice,KINYARWANDA,109,11,abandoned,0,1,0,,"January 8, 2025","January 1, 2025"
S2657,U1379,voice,KINYARWANDA,84,8,abandoned,0,1,0,repeated_errors,"February 17, 2025","February 1, 2025"
S2658,U1225,voice,KINYARWANDA,323,9,abandoned,0,1,0,system,"January 14, 2025","January 1, 2025"
S2659,U1010,voice,KINYARWANDA,110,6,completed,1,0,0,,"March 6, 2025","March 1, 2025"
S2660,U1009,voice,KINYARWANDA,71,6,completed,1,0,0,,"March 21, 2025","March 1, 2025"
S2661,U1270,voice,KINYARWANDA,272,14,completed,1,0,0,user_request,"March 23, 2025","March 1, 2025"
S2662,U1272,voice,KINYARWANDA,86,4,transferred,0,0,1,,"January 7, 2025","January 1, 2025"
S2663,U1423,voice,KINYARWANDA,167,7,abandoned,0,1,0,user_request,"March 20, 2025","March 1, 2025"
S2664,U1401,voice,KINYARWANDA,68,10,abandoned,0,1,0,repeated_errors,"March 29, 2025","March 1, 2025"
S2665,U1182,voice,KINYARWANDA,159,9,completed,1,0,0,system,"February 18, 2025","February 1, 2025"
S2666,U1456,voice,KINYARWANDA,170,9,completed,1,0,0,,"April 25, 2025","April 1, 2025"
S2667,U1152,voice,KINYARWANDA,271,8,completed,1,0,0,repeated_errors,"February 24, 2025","February 1, 2025"
S2668,U1487,voice,KINYARWANDA,85,5,abandoned,0,1,0,,"January 13, 2025","January 1, 2025"
S2669,U1314,voice,KINYARWANDA,118,7,transferred,0,0,1,repeated_errors,"March 14, 2025","March 1, 2025"
S2670,U1333,voice,KINYARWANDA,142,3,transferred,0,0,1,,"February 25, 2025","February 1, 2025"
S2671,U1123,voice,KINYARWANDA,107,9,completed,1,0,0,,"February 25, 2025","February 1, 2025"
S2672,U1472,voice,KINYARWANDA,57,11,completed,1,0,0,,"January 15, 2025","January 1, 2025"
S2673,U1113,voice,KINYARWANDA,215,3,transferred,0,0,1,,"February 26, 2025","February 1, 2025"
S2674,U1277,voice,KINYARWANDA,114,4,abandoned,0,1,0,user_request,"February 27, 2025","February 1, 2025"
S2675,U1499,voice,KINYARWANDA,24,5,completed,1,0,0,repeated_errors,"February 4, 2025","February 1, 2025"
S2676,U1413,voice,KINYARWANDA,38,5,completed,1,0,0,repeated_errors,"March 29, 2025","March 1, 2025"
S2677,U1467,voice,KINYARWANDA,82,10,completed,1,0,0,,"April 7, 2025","April 1, 2025"
S2678,U1212,voice,KINYARWANDA,67,9,completed,1,0,0,repeated_errors,"January 16, 2025","January 1, 2025"
S2679,U1171,voice,KINYARWANDA,31,8,completed,1,0,0,,"January 8, 2025","January 1, 2025"
S2680,U1287,voice,KINYARWANDA,40,12,abandoned,0,1,0,user_request,"April 3, 2025","April 1, 2025"
S2681,U1434,voice,KINYARWANDA,297,12,completed,1,0,0,system,"March 28, 2025","March 1, 2025"
S2682,U1173,voice,KINYARWANDA,208,13,completed,1,0,0,,"February 14, 2025","February 1, 2025"
S2683,U1112,voice,KINYARWANDA,249,6,completed,1,0,0,user_request,"April 5, 2025","April 1, 2025"
S2684,U1375,voice,KINYARWANDA,291,11,abandoned,0,1,0,,"February 9, 2025","February 1, 2025"
S2685,U1404,voice,KINYARWANDA,81,3,abandoned,0,1,0,,"April 23, 2025","April 1, 2025"
S2686,U1482,voice,KINYARWANDA,159,13,completed,1,0,0,,"February 23, 2025","February 1, 2025"
S2687,U1121,voice,KINYARWANDA,10,4,transferred,0,0,1,,"April 29, 2025","April 1, 2025"
S2688,U1031,voice,KINYARWANDA,151,6,transferred,0,0,1,repeated_errors,"January 14, 2025","January 1, 2025"
S2689,U1221,voice,KINYARWANDA,54,5,completed,1,0,0,,"February 28, 2025","February 1, 2025"
S2690,U1118,voice,KINYARWANDA,69,3,completed,1,0,0,,"April 27, 2025","April 1, 2025"
S2691,U1038,voice,KINYARWANDA,127,7,abandoned,0,1,0,repeated_errors,"April 4, 2025","April 1, 2025"
S2692,U1496,voice,KINYARWANDA,102,9,abandoned,0,1,0,repeated_errors,"February 22, 2025","February 1, 2025"
S2693,U1267,voice,KINYARWANDA,67,4,transferred,0,0,1,system,"April 13, 2025","April 1, 2025"
S2694,U1232,voice,KINYARWANDA,70,7,transferred,0,0,1,repeated_errors,"January 27, 2025","January 1, 2025"
S2695,U1430,voice,KINYARWANDA,46,8,abandoned,0,1,0,repeated_errors,"February 16, 2025","February 1, 2025"
S2696,U1017,voice,KINYARWANDA,30,13,completed,1,0,0,,"March 21, 2025","March 1, 2025"
S2697,U1148,voice,KINYARWANDA,28,9,completed,1,0,0,,"April 25, 2025","April 1, 2025"
S2698,U1396,voice,KINYARWANDA,181,3,completed,1,0,0,,"January 6, 2025","January 1, 2025"
S2699,U1148,voice,KINYARWANDA,85,9,completed,1,0,0,,"February 24, 2025","February 1, 2025"
S2700,U1125,voice,KINYARWANDA,263,6,abandoned,0,1,0,repeated_errors,"April 7, 2025","April 1, 2025"
S2701,U1391,voice,KINYARWANDA,167,10,abandoned,0,1,0,,"February 13, 2025","February 1, 2025"
S2702,U1301,voice,KINYARWANDA,138,6,abandoned,0,1,0,repeated_errors,"January 18, 2025","January 1, 2025"
S2703,U1359,voice,KINYARWANDA,38,8,completed,1,0,0,,"January 16, 2025","January 1, 2025"
S2704,U1237,voice,KINYARWANDA,38,11,abandoned,0,1,0,,"January 12, 2025","January 1, 2025"
S2705,U1134,voice,KINYARWANDA,111,7,completed,1,0,0,,"January 20, 2025","January 1, 2025"
S2706,U1150,voice,KINYARWANDA,106,14,completed,1,0,0,user_request,"February 14, 2025","February 1, 2025"
S2707,U1235,voice,KINYARWANDA,71,6,abandoned,0,1,0,repeated_errors,"March 5, 2025","March 1, 2025"
S2708,U1223,voice,KINYARWANDA,135,10,abandoned,0,1,0,user_request,"April 14, 2025","April 1, 2025"
S2709,U1202,voice,KINYARWANDA,126,11,transferred,0,0,1,,"February 28, 2025","February 1, 2025"
S2710,U1255,voice,KINYARWANDA,110,6,completed,1,0,0,system,"April 3, 2025","April 1, 2025"
S2711,U1085,voice,KINYARWANDA,218,5,completed,1,0,0,,"April 4, 2025","April 1, 2025"
S2712,U1149,voice,KINYARWANDA,317,10,completed,1,0,0,,"March 31, 2025","March 1, 2025"
S2713,U1234,voice,KINYARWANDA,103,7,completed,1,0,0,system,"January 22, 2025","January 1, 2025"
S2714,U1344,voice,KINYARWANDA,81,4,transferred,0,0,1,,"April 7, 2025","April 1, 2025"
S2715,U1021,voice,KINYARWANDA,330,12,abandoned,0,1,0,repeated_errors,"April 27, 2025","April 1, 2025"
S2716,U1347,voice,KINYARWANDA,118,11,transferred,0,0,1,,"April 13, 2025","April 1, 2025"
S2717,U1284,voice,KINYARWANDA,177,5,completed,1,0,0,repeated_errors,"February 16, 2025","February 1, 2025"
S2718,U1268,voice,KINYARWANDA,54,14,transferred,0,0,1,system,"January 29, 2025","January 1, 2025"
S2719,U1465,voice,KINYARWANDA,53,4,completed,1,0,0,,"March 27, 2025","March 1, 2025"
S2720,U1257,voice,KINYARWANDA,81,3,transferred,0,0,1,repeated_errors,"February 14, 2025","February 1, 2025"
S2721,U1028,voice,KINYARWANDA,115,10,completed,1,0,0,,"March 18, 2025","March 1, 2025"
S2722,U1212,voice,KINYARWANDA,122,13,completed,1,0,0,repeated_errors,"January 9, 2025","January 1, 2025"
S2723,U1462,voice,KINYARWANDA,74,5,completed,1,0,0,,"January 24, 2025","January 1, 2025"
S2724,U1435,voice,KINYARWANDA,141,9,transferred,0,0,1,,"January 15, 2025","January 1, 2025"
S2725,U1282,voice,KINYARWANDA,133,3,completed,1,0,0,,"February 5, 2025","February 1, 2025"
S2726,U1049,voice,KINYARWANDA,280,3,completed,1,0,0,,"January 13, 2025","January 1, 2025"
S2727,U1094,voice,KINYARWANDA,55,14,transferred,0,0,1,system,"April 1, 2025","April 1, 2025"
S2728,U1462,voice,KINYARWANDA,170,11,completed,1,0,0,,"February 13, 2025","February 1, 2025"
S2729,U1498,voice,KINYARWANDA,101,14,completed,1,0,0,,"April 11, 2025","April 1, 2025"
S2730,U1406,voice,KINYARWANDA,67,10,completed,1,0,0,,"March 12, 2025","March 1, 2025"
S2731,U1087,voice,KINYARWANDA,37,14,completed,1,0,0,,"March 13, 2025","March 1, 2025"
S2732,U1043,voice,KINYARWANDA,118,5,transferred,0,0,1,repeated_errors,"April 11, 2025","April 1, 2025"
S2733,U1460,voice,KINYARWANDA,81,8,abandoned,0,1,0,system,"April 15, 2025","April 1, 2025"
S2734,U1277,voice,KINYARWANDA,111,13,completed,1,0,0,,"March 19, 2025","March 1, 2025"
S2735,U1170,voice,KINYARWANDA,33,5,transferred,0,0,1,user_request,"March 17, 2025","March 1, 2025"
S2736,U1420,voice,KINYARWANDA,116,14,completed,1,0,0,repeated_errors,"February 5, 2025","February 1, 2025"
S2737,U1188,voice,KINYARWANDA,110,6,completed,1,0,0,,"April 26, 2025","April 1, 2025"
S2738,U1352,voice,KINYARWANDA,179,3,completed,1,0,0,repeated_errors,"March 2, 2025","March 1, 2025"
S2739,U1183,voice,KINYARWANDA,266,7,completed,1,0,0,,"April 14, 2025","April 1, 2025"
S2740,U1002,voice,KINYARWANDA,137,3,completed,1,0,0,repeated_errors,"March 22, 2025","March 1, 2025"
S2741,U1190,voice,KINYARWANDA,64,3,transferred,0,0,1,user_request,"February 9, 2025","February 1, 2025"
S2742,U1117,voice,KINYARWANDA,118,12,abandoned,0,1,0,,"April 27, 2025","April 1, 2025"
S2743,U1018,voice,KINYARWANDA,86,13,completed,1,0,0,system,"April 3, 2025","April 1, 2025"
S2744,U1022,voice,KINYARWANDA,135,13,abandoned,0,1,0,user_request,"January 27, 2025","January 1, 2025"
S2745,U1412,voice,KINYARWANDA,21,9,abandoned,0,1,0,,"January 1, 2025","January 1, 2025"
S2746,U1029,voice,KINYARWANDA,210,14,transferred,0,0,1,repeated_errors,"April 26, 2025","April 1, 2025"
S2747,U1294,voice,KINYARWANDA,53,8,transferred,0,0,1,,"February 3, 2025","February 1, 2025"
S2748,U1107,voice,KINYARWANDA,51,4,completed,1,0,0,system,"March 9, 2025","March 1, 2025"
S2749,U1366,voice,KINYARWANDA,106,13,abandoned,0,1,0,repeated_errors,"March 29, 2025","March 1, 2025"
S2750,U1280,voice,KINYARWANDA,86,14,abandoned,0,1,0,,"January 21, 2025","January 1, 2025"
S2751,U1127,voice,KINYARWANDA,135,4,abandoned,0,1,0,,"February 2, 2025","February 1, 2025"
S2752,U1228,voice,KINYARWANDA,113,13,completed,1,0,0,repeated_errors,"January 7, 2025","January 1, 2025"
S2753,U1110,voice,KINYARWANDA,188,9,completed,1,0,0,,"March 6, 2025","March 1, 2025"
S2754,U1135,voice,KINYARWANDA,89,3,completed,1,0,0,,"April 15, 2025","April 1, 2025"
S2755,U1361,voice,KINYARWANDA,116,4,completed,1,0,0,,"January 3, 2025","January 1, 2025"
S2756,U1185,voice,KINYARWANDA,288,14,completed,1,0,0,,"April 18, 2025","April 1, 2025"
S2757,U1143,voice,KINYARWANDA,54,10,abandoned,0,1,0,,"February 20, 2025","February 1, 2025"
S2758,U1071,voice,KINYARWANDA,43,8,completed,1,0,0,,"March 20, 2025","March 1, 2025"
S2759,U1128,voice,KINYARWANDA,107,4,abandoned,0,1,0,,"April 5, 2025","April 1, 2025"
S2760,U1363,voice,KINYARWANDA,22,9,completed,1,0,0,repeated_errors,"February 23, 2025","February 1, 2025"
S2761,U1260,voice,KINYARWANDA,46,6,transferred,0,0,1,,"March 21, 2025","March 1, 2025"
S2762,U1002,voice,KINYARWANDA,36,4,completed,1,0,0,,"March 15, 2025","March 1, 2025"
S2763,U1448,voice,KINYARWANDA,7,14,completed,1,0,0,,"April 28, 2025","April 1, 2025"
S2764,U1387,voice,KINYARWANDA,56,8,abandoned,0,1,0,repeated_errors,"April 3, 2025","April 1, 2025"
S2765,U1103,voice,KINYARWANDA,80,13,abandoned,0,1,0,,"February 28, 2025","February 1, 2025"
S2766,U1482,voice,KINYARWANDA,60,11,transferred,0,0,1,,"January 6, 2025","January 1, 2025"
