session_id,user_id,channel,language,session_date,session_month,region,is_disabled,is_first_time_user,is_vulnerable_user,final_outcome,is_completed,is_abandoned,is_transferred,transfer_reason,total_duration_sec,total_turns,avg_asr_confidence,avg_intent_confidence,misunderstanding_rate,silence_rate,is_recovered,is_escalated,had_errors,user_turns,system_turns,total_error_turns,misunderstanding_turns,silence_turns,noise_turns,turn_error_rate_pct,repeat_intent_rate_pct,intent_service_lookup_count,intent_start_application_count,intent_repeat_count,intent_unknown_count,total_application_attempts,had_successful_application,applications_completed,applications_abandoned,applications_failed,services_attempted,primary_service_code,application_channel,avg_time_to_submit_sec,kpi_accessibility_segment,kpi_vulnerable_completed,kpi_disabled_completed,kpi_firsttime_completed,kpi_vulnerable_escalated,kpi_end_to_end_success,kpi_error_recovery_success,kpi_high_misunderstanding,kpi_high_silence,kpi_high_confusion,kpi_reached_application,kpi_application_success,ai_quality_score
S2632,U1323,voice,KINYARWANDA,"March 29, 2025","March 1, 2025",rural,0,1,1,abandoned,0,1,0,,93,10,0.77,0.69,0,0.29,1,0,0,4,3,3,0,2,1,42.9,0,3,2,0,2,0,0,0,0,0,[],,,,1,0,0,0,0,0,0,0,0,0,0,0,100
S2633,U1077,voice,KINYARWANDA,"January 28, 2025","January 1, 2025",rural,0,0,0,abandoned,0,1,0,user_request,56,9,0.8,0.67,0,0.17,1,0,0,1,5,3,0,1,2,50,16.7,2,1,1,2,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,100
S2634,U1104,voice,KINYARWANDA,"March 19, 2025","March 1, 2025",urban,0,0,0,completed,1,0,0,,72,6,0.72,0.71,0.25,0,0,0,0,0,4,1,1,0,0,25,25,0,2,1,1,1,1,1,0,0,[LAND],LAND,ussd,989,0,0,0,0,0,1,0,0,0,1,1,1,100
S2635,U1168,voice,KINYARWANDA,"April 19, 2025","April 1, 2025",rural,0,1,1,abandoned,0,1,0,,97,6,0.76,0.78,0,0.5,1,1,0,2,0,1,0,1,0,50,0,1,0,0,1,0,0,0,0,0,[],,,,1,0,0,0,1,0,0,0,1,0,0,0,90
S2636,U1216,voice,KINYARWANDA,"January 3, 2025","January 1, 2025",rural,0,1,1,completed,1,0,0,,221,8,0.79,0.8,0.33,0.33,0,1,0,2,1,2,1,1,0,66.7,0,1,1,0,1,0,0,0,0,0,[],,,,1,1,0,1,1,0,0,1,1,0,0,0,83.3
S2637,U1377,voice,KINYARWANDA,"April 10, 2025","April 1, 2025",rural,0,0,0,completed,1,0,0,repeated_errors,249,8,0.78,0.74,0.22,0.33,1,1,0,6,3,6,2,3,1,66.7,33.3,3,3,3,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,1,1,0,0,93.3
S2638,U1118,voice,KINYARWANDA,"April 1, 2025","April 1, 2025",urban,0,1,1,completed,1,0,0,repeated_errors,326,11,0.81,0.72,0.2,0.2,1,0,0,4,1,3,1,1,1,60,20,2,2,1,0,0,0,0,0,0,[],,,,1,1,0,1,0,0,0,0,0,0,0,0,100
S2639,U1189,voice,KINYARWANDA,"March 25, 2025","March 1, 2025",rural,0,0,0,completed,1,0,0,,55,14,0.64,0.71,0,0,1,0,0,2,2,0,0,0,0,0,25,1,2,1,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,1,0,0,100
S2640,U1254,voice,KINYARWANDA,"April 21, 2025","April 1, 2025",rural,0,0,0,completed,1,0,0,repeated_errors,175,7,0.77,0.74,0.75,0,0,0,0,2,2,3,3,0,0,75,0,2,0,0,2,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,1,0,0,0,0,87.5
S2641,U1369,voice,KINYARWANDA,"March 20, 2025","March 1, 2025",rural,0,1,1,transferred,0,0,1,repeated_errors,229,10,0.8,0.81,0.5,0,0,0,0,3,1,3,2,0,1,75,0,3,1,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0,0,1,0,0,0,0,85
S2642,U1265,voice,KINYARWANDA,"March 3, 2025","March 1, 2025",urban,0,1,1,completed,1,0,0,,46,7,0.59,0.86,0.25,0.25,0,0,0,2,2,2,1,1,0,50,0,2,1,0,1,0,0,0,0,0,[],,,,1,1,0,1,0,0,0,0,0,0,0,0,97.5
S2643,U1148,voice,KINYARWANDA,"January 27, 2025","January 1, 2025",rural,0,0,0,completed,1,0,0,repeated_errors,110,4,0.81,0.68,0.25,0,0,0,0,2,2,1,1,0,0,25,0,2,2,0,0,1,1,1,0,0,[LAND],LAND,voice,154,0,0,0,0,0,1,0,0,0,0,1,1,100
S2644,U1163,voice,KINYARWANDA,"April 27, 2025","April 1, 2025",rural,0,0,0,completed,1,0,0,,18,8,0.64,0.81,0,0,1,0,0,2,2,0,0,0,0,0,0,3,1,0,0,2,1,1,1,0,"[LAND, ID_REPLACEMENT]",LAND,voice,248,0,0,0,0,0,1,0,0,0,0,1,1,100
S2645,U1139,voice,KINYARWANDA,"February 14, 2025","February 1, 2025",urban,0,0,0,completed,1,0,0,,161,11,0.84,0.74,0.25,0.25,0,0,0,2,2,3,1,1,1,75,25,3,0,1,0,1,1,1,0,0,[LAND],LAND,web,234,0,0,0,0,0,1,0,0,0,1,1,1,95
S2646,U1346,voice,KINYARWANDA,"April 15, 2025","April 1, 2025",urban,1,1,1,abandoned,0,1,0,,247,5,0.74,0.72,0.2,0,1,0,0,1,4,1,1,0,0,20,0,3,1,0,1,0,0,0,0,0,[],,,,1,0,0,0,0,0,0,0,0,0,0,0,100
S2647,U1487,voice,KINYARWANDA,"April 2, 2025","April 1, 2025",rural,0,0,0,completed,1,0,0,,28,3,0.82,0.68,0.25,0,0,0,0,2,2,1,1,0,0,25,25,1,1,1,1,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,1,0,0,100
S2648,U1257,voice,KINYARWANDA,"January 25, 2025","January 1, 2025",urban,0,0,0,completed,1,0,0,,59,3,0.75,0.75,0.27,0.091,0,0,0,5,6,5,3,1,1,45.5,9.1,4,3,1,3,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,99.1
S2649,U1373,voice,KINYARWANDA,"April 16, 2025","April 1, 2025",urban,0,0,0,completed,1,0,0,user_request,58,5,0.74,0.71,0.43,0,0,0,0,5,2,4,3,0,1,57.1,14.3,2,4,1,0,2,1,1,0,1,"[BIRTH_CERT, LAND]",BIRTH_CERT,voice,528,0,0,0,0,0,1,0,1,0,0,1,1,95.7
S2650,U1268,voice,KINYARWANDA,"March 2, 2025","March 1, 2025",rural,0,0,0,abandoned,0,1,0,repeated_errors,43,12,0.55,0.62,0.67,0,0,0,0,3,0,2,2,0,0,66.7,0,1,2,0,0,1,1,1,0,0,[DL],DL,web,117,0,0,0,0,0,0,0,1,0,0,1,1,80
S2651,U1180,voice,KINYARWANDA,"February 13, 2025","February 1, 2025",rural,0,0,0,completed,1,0,0,user_request,111,7,0.69,0.72,0.25,0,0,0,0,3,1,1,1,0,0,25,25,1,0,1,2,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,voice,763,0,0,0,0,0,1,0,0,0,1,1,1,100
S2652,U1159,voice,KINYARWANDA,"April 20, 2025","April 1, 2025",urban,0,1,1,completed,1,0,0,,151,5,0.75,0.79,0.25,0,0,0,0,2,2,1,1,0,0,25,25,3,0,1,0,2,1,1,1,0,[BIRTH_CERT],BIRTH_CERT,voice,273,1,1,0,1,0,1,0,0,0,1,1,1,100
S2653,U1350,voice,KINYARWANDA,"April 7, 2025","April 1, 2025",rural,1,0,1,completed,1,0,0,,169,11,0.76,0.82,0.17,0,1,0,0,2,4,1,1,0,0,16.7,16.7,4,1,1,0,0,0,0,0,0,[],,,,1,1,1,0,0,0,0,0,0,0,0,0,100
S2654,U1399,voice,KINYARWANDA,"February 15, 2025","February 1, 2025",urban,1,0,1,completed,1,0,0,,199,10,0.7,0.64,0.11,0,1,0,0,4,5,2,1,0,1,22.2,11.1,4,1,1,3,0,0,0,0,0,[],,,,1,1,1,0,0,0,0,0,0,0,0,0,100
S2655,U1287,voice,KINYARWANDA,"January 14, 2025","January 1, 2025",rural,0,1,1,completed,1,0,0,,329,5,0.78,0.67,0.33,0.33,0,1,0,2,1,2,1,1,0,66.7,33.3,0,1,1,1,2,1,2,0,0,"[DL, BIRTH_CERT]",DL,voice,244,1,1,0,1,1,1,0,1,1,1,1,1,80
S2656,U1287,voice,KINYARWANDA,"January 8, 2025","January 1, 2025",rural,0,1,1,abandoned,0,1,0,,109,11,0.84,0.75,0.33,0.33,0,1,0,0,6,4,2,2,0,66.7,0,2,4,0,0,0,0,0,0,0,[],,,,1,0,0,0,1,0,0,1,1,0,0,0,73.3
S2657,U1379,voice,KINYARWANDA,"February 17, 2025","February 1, 2025",rural,0,0,0,abandoned,0,1,0,repeated_errors,84,8,0.74,0.63,0.33,0,0,0,0,3,3,4,2,0,2,66.7,33.3,2,2,2,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,1,0,1,0,0,86.7
S2658,U1225,voice,KINYARWANDA,"January 14, 2025","January 1, 2025",rural,0,0,0,abandoned,0,1,0,system,323,9,0.63,0.74,0,0.25,1,0,0,2,2,1,0,1,0,25,0,1,2,0,1,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,100
S2659,U1010,voice,KINYARWANDA,"March 6, 2025","March 1, 2025",rural,0,1,1,completed,1,0,0,,110,6,0.75,0.73,0.33,0,0,0,0,2,1,1,1,0,0,33.3,0,0,2,0,1,0,0,0,0,0,[],,,,1,1,0,1,0,0,0,1,0,0,0,0,100
S2660,U1009,voice,KINYARWANDA,"March 21, 2025","March 1, 2025",urban,0,0,0,completed,1,0,0,,71,6,0.78,0.63,0.14,0.14,1,0,0,3,4,2,1,1,0,28.6,28.6,1,1,2,3,2,1,1,0,1,"[ID_REPLACEMENT, BIRTH_CERT]",ID_REPLACEMENT,voice,205,0,0,0,0,0,1,0,0,0,1,1,1,100
S2661,U1270,voice,KINYARWANDA,"March 23, 2025","March 1, 2025",urban,0,0,0,completed,1,0,0,user_request,272,14,0.6,0.76,0,0.25,1,0,0,3,1,1,0,1,0,25,25,1,1,1,1,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,ussd,501,0,0,0,0,0,1,0,0,0,1,1,1,100
S2662,U1272,voice,KINYARWANDA,"January 7, 2025","January 1, 2025",urban,0,0,0,transferred,0,0,1,,86,4,0.67,0.68,0.14,0.14,1,0,0,4,3,3,1,1,1,42.9,14.3,3,3,1,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,100
S2663,U1423,voice,KINYARWANDA,"March 20, 2025","March 1, 2025",rural,0,1,1,abandoned,0,1,0,user_request,167,7,0.81,0.74,0.33,0,0,0,0,6,3,3,3,0,0,33.3,11.1,4,3,1,1,1,0,0,0,1,[ID_REPLACEMENT],ID_REPLACEMENT,voice,,1,0,0,0,0,0,0,1,0,0,1,0,88.9
S2664,U1401,voice,KINYARWANDA,"March 29, 2025","March 1, 2025",urban,1,1,1,abandoned,0,1,0,repeated_errors,68,10,0.83,0.78,0.25,0,0,0,0,2,2,1,1,0,0,25,25,2,1,1,0,1,1,1,0,0,[LAND],LAND,ussd,794,1,0,0,0,0,0,0,0,0,1,1,1,90
S2665,U1182,voice,KINYARWANDA,"February 18, 2025","February 1, 2025",urban,0,0,0,completed,1,0,0,system,159,9,0.76,0.6,0.33,0.17,0,0,0,5,1,4,2,1,1,66.7,33.3,4,0,2,0,1,1,1,0,0,[LAND],LAND,voice,469,0,0,0,0,0,1,0,1,0,1,1,1,93.3
S2666,U1456,voice,KINYARWANDA,"April 25, 2025","April 1, 2025",rural,0,0,0,completed,1,0,0,,170,9,0.74,0.79,0.6,0,0,0,0,2,3,3,3,0,0,60,60,2,0,3,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,1,0,1,0,0,86
S2667,U1152,voice,KINYARWANDA,"February 24, 2025","February 1, 2025",rural,0,0,0,completed,1,0,0,repeated_errors,271,8,0.68,0.72,0,0,1,0,0,1,1,1,0,0,1,50,0,2,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,100
S2668,U1487,voice,KINYARWANDA,"January 13, 2025","January 1, 2025",rural,0,0,0,abandoned,0,1,0,,85,5,0.74,0.63,0.17,0.17,1,0,0,4,2,2,1,1,0,33.3,16.7,2,2,1,1,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,100
S2669,U1314,voice,KINYARWANDA,"March 14, 2025","March 1, 2025",urban,0,0,0,transferred,0,0,1,repeated_errors,118,7,0.79,0.68,0.17,0,1,0,0,2,4,2,1,0,1,33.3,0,4,2,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,100
S2670,U1333,voice,KINYARWANDA,"February 25, 2025","February 1, 2025",rural,0,0,0,transferred,0,0,1,,142,3,0.69,0.64,0,0.2,1,0,0,4,1,2,0,1,1,40,20,1,1,1,2,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,100
S2671,U1123,voice,KINYARWANDA,"February 25, 2025","February 1, 2025",rural,0,0,0,completed,1,0,0,,107,9,0.33,0.54,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,100
S2672,U1472,voice,KINYARWANDA,"January 15, 2025","January 1, 2025",rural,0,0,0,completed,1,0,0,,57,11,0.87,0.72,0,0,1,0,0,3,1,0,0,0,0,0,50,0,1,2,1,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,1,0,0,100
S2673,U1113,voice,KINYARWANDA,"February 26, 2025","February 1, 2025",urban,1,0,1,transferred,0,0,1,,215,3,0.7,0.77,0.2,0,1,0,0,3,2,1,1,0,0,20,0,3,2,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0,0,0,0,0,0,0,100
S2674,U1277,voice,KINYARWANDA,"February 27, 2025","February 1, 2025",urban,0,0,0,abandoned,0,1,0,user_request,114,4,0.87,0.71,0.25,0,0,0,0,4,0,1,1,0,0,25,75,1,0,3,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,1,0,0,85
S2675,U1499,voice,KINYARWANDA,"February 4, 2025","February 1, 2025",urban,0,0,0,completed,1,0,0,repeated_errors,24,5,0.78,0.79,0,0.2,1,0,0,3,2,1,0,1,0,20,0,3,1,0,1,3,1,3,0,0,"[LAND, BIRTH_CERT]",BIRTH_CERT,voice,710.33,0,0,0,0,0,1,0,0,0,0,1,1,100
S2676,U1413,voice,KINYARWANDA,"March 29, 2025","March 1, 2025",rural,0,1,1,completed,1,0,0,repeated_errors,38,5,0.69,0.8,0.2,0,1,0,0,1,4,2,1,0,1,40,0,1,3,0,1,0,0,0,0,0,[],,,,1,1,0,1,0,0,0,0,0,0,0,0,100
S2677,U1467,voice,KINYARWANDA,"April 7, 2025","April 1, 2025",urban,0,1,1,completed,1,0,0,,82,10,0.85,0.81,0.25,0.25,0,0,0,4,0,2,1,1,0,50,25,2,0,1,1,1,0,0,0,1,[BIRTH_CERT],BIRTH_CERT,voice,,1,1,0,1,0,0,0,0,0,1,1,0,95
S2678,U1212,voice,KINYARWANDA,"January 16, 2025","January 1, 2025",urban,0,1,1,completed,1,0,0,repeated_errors,67,9,0.68,0.76,0.5,0.25,0,0,0,2,2,3,2,1,0,75,25,2,1,1,0,1,1,1,0,0,[DL],DL,ussd,686,1,1,0,1,0,1,0,1,0,1,1,1,87.5
S2679,U1171,voice,KINYARWANDA,"January 8, 2025","January 1, 2025",rural,0,0,0,completed,1,0,0,,31,8,0.73,0.67,0,0.43,1,1,0,3,4,3,0,3,0,42.9,0,6,0,0,1,1,0,0,0,1,[ID_REPLACEMENT],ID_REPLACEMENT,voice,,0,0,0,0,0,0,0,0,1,0,1,0,100
S2680,U1287,voice,KINYARWANDA,"April 3, 2025","April 1, 2025",rural,0,1,1,abandoned,0,1,0,user_request,40,12,0.57,0.82,0,0.67,1,1,0,2,1,2,0,2,0,66.7,0,1,2,0,0,1,1,1,0,0,[LAND],LAND,web,462,1,0,0,0,1,0,0,0,1,0,1,1,86.7
S2681,U1434,voice,KINYARWANDA,"March 28, 2025","March 1, 2025",rural,0,1,1,completed,1,0,0,system,297,12,0.84,0.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,[BIRTH_CERT],BIRTH_CERT,voice,,1,1,0,1,0,0,0,0,0,0,1,0,100
S2682,U1173,voice,KINYARWANDA,"February 14, 2025","February 1, 2025",rural,0,1,1,completed,1,0,0,,208,13,0.84,0.7,0,0,1,0,0,4,1,1,0,0,1,20,20,1,1,1,2,4,1,2,2,0,"[ID_REPLACEMENT, DL, LAND]",DL,voice,256.5,1,1,0,1,0,1,0,0,0,0,1,1,100
S2683,U1112,voice,KINYARWANDA,"April 5, 2025","April 1, 2025",urban,0,1,1,completed,1,0,0,user_request,249,6,0.67,0.69,0.11,0.22,1,0,0,5,4,4,1,2,1,44.4,11.1,5,3,1,0,0,0,0,0,0,[],,,,1,1,0,1,0,0,0,0,0,0,0,0,100
S2684,U1375,voice,KINYARWANDA,"February 9, 2025","February 1, 2025",rural,0,0,0,abandoned,0,1,0,,291,11,0.56,0.67,0.14,0.43,1,1,0,5,2,4,1,3,0,57.1,14.3,2,3,1,1,1,0,0,0,1,[ID_REPLACEMENT],ID_REPLACEMENT,ussd,,0,0,0,0,0,0,0,0,1,0,1,0,85.7
S2685,U1404,voice,KINYARWANDA,"April 23, 2025","April 1, 2025",rural,0,0,0,abandoned,0,1,0,,81,3,0.66,0.63,0.2,0,1,0,0,4,1,1,1,0,0,20,0,4,1,0,0,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,web,"1,124",0,0,0,0,0,0,0,0,0,0,1,1,100
S2686,U1482,voice,KINYARWANDA,"February 23, 2025","February 1, 2025",rural,0,0,0,completed,1,0,0,,159,13,0.74,0.64,0.14,0.14,1,0,0,3,4,2,1,1,0,28.6,14.3,5,1,1,0,3,1,3,0,0,"[BIRTH_CERT, DL]",DL,web,731.67,0,0,0,0,0,1,0,0,0,0,1,1,100
S2687,U1121,voice,KINYARWANDA,"April 29, 2025","April 1, 2025",urban,0,0,0,transferred,0,0,1,,10,4,0.81,0.72,0.4,0.2,0,0,0,3,2,3,2,1,0,60,0,4,0,0,1,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,1,0,0,0,0,84
S2688,U1031,voice,KINYARWANDA,"January 14, 2025","January 1, 2025",rural,0,0,0,transferred,0,0,1,repeated_errors,151,6,0.61,0.78,0,0.5,1,1,0,2,2,2,0,2,0,50,0,2,1,0,1,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,1,0,0,0,90
S2689,U1221,voice,KINYARWANDA,"February 28, 2025","February 1, 2025",rural,0,1,1,completed,1,0,0,,54,5,0.74,0.67,0,0.4,1,1,0,3,7,4,0,4,0,40,20,4,3,2,1,0,0,0,0,0,[],,,,1,1,0,1,1,0,0,0,1,0,0,0,100
S2690,U1118,voice,KINYARWANDA,"April 27, 2025","April 1, 2025",urban,0,1,1,completed,1,0,0,,69,3,0.74,0.79,0,0.25,1,0,0,6,2,2,0,2,0,25,25,4,2,2,0,0,0,0,0,0,[],,,,1,1,0,1,0,0,0,0,0,1,0,0,100
S2691,U1038,voice,KINYARWANDA,"April 4, 2025","April 1, 2025",urban,0,1,1,abandoned,0,1,0,repeated_errors,127,7,0.82,0.73,0.29,0.29,0,0,0,3,4,5,2,2,1,71.4,28.6,3,2,2,0,0,0,0,0,0,[],,,,1,0,0,0,0,0,0,0,0,1,0,0,82.9
S2692,U1496,voice,KINYARWANDA,"February 22, 2025","February 1, 2025",rural,0,0,0,abandoned,0,1,0,repeated_errors,102,9,0.75,0.85,0,0,1,0,0,1,2,1,0,0,1,33.3,0,0,2,0,1,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,100
S2693,U1267,voice,KINYARWANDA,"April 13, 2025","April 1, 2025",urban,0,0,0,transferred,0,0,1,system,67,4,0.77,0.81,0.38,0.13,0,0,0,6,2,5,3,1,1,62.5,0,5,0,0,3,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,1,0,0,0,0,86.2
S2694,U1232,voice,KINYARWANDA,"January 27, 2025","January 1, 2025",rural,0,1,1,transferred,0,0,1,repeated_errors,70,7,0.74,0.75,0.25,0.25,0,0,0,1,3,2,1,1,0,50,0,2,2,0,0,1,1,1,0,0,[LAND],LAND,voice,145,1,0,0,0,0,0,0,0,0,0,1,1,87.5
S2695,U1430,voice,KINYARWANDA,"February 16, 2025","February 1, 2025",rural,0,0,0,abandoned,0,1,0,repeated_errors,46,8,0.84,0.78,0.25,0,0,0,0,2,2,1,1,0,0,25,25,1,1,1,1,1,0,0,1,0,[DL],DL,voice,,0,0,0,0,0,0,0,0,0,1,1,0,90
S2696,U1017,voice,KINYARWANDA,"March 21, 2025","March 1, 2025",rural,0,0,0,completed,1,0,0,,30,13,0.78,0.74,0.2,0,1,0,0,3,2,2,1,0,1,40,0,2,2,0,1,1,1,1,0,0,[DL],DL,web,316,0,0,0,0,0,1,0,0,0,0,1,1,100
S2697,U1148,voice,KINYARWANDA,"April 25, 2025","April 1, 2025",rural,0,0,0,completed,1,0,0,,28,9,0.77,0.71,0,0.33,1,1,0,6,3,4,0,3,1,44.4,0,3,4,0,2,2,1,1,1,0,"[DL, ID_REPLACEMENT]",DL,voice,"1,753",0,0,0,0,0,1,0,0,1,0,1,1,100
S2698,U1396,voice,KINYARWANDA,"January 6, 2025","January 1, 2025",urban,0,1,1,completed,1,0,0,,181,3,0.83,0.7,0,0,1,0,0,3,2,0,0,0,0,0,20,0,2,1,2,2,0,0,0,2,[BIRTH_CERT],BIRTH_CERT,voice,,1,1,0,1,0,0,0,0,0,0,1,0,100
S2699,U1148,voice,KINYARWANDA,"February 24, 2025","February 1, 2025",rural,0,0,0,completed,1,0,0,,85,9,0.84,0.7,0.5,0.5,0,1,0,2,0,2,1,1,0,100,0,0,0,0,2,1,1,1,0,0,[LAND],LAND,ussd,310,0,0,0,0,0,1,0,1,1,0,1,1,75
S2700,U1125,voice,KINYARWANDA,"April 7, 2025","April 1, 2025",rural,0,0,0,abandoned,0,1,0,repeated_errors,263,6,0.74,0.71,0,0,1,0,0,4,1,0,0,0,0,0,0,4,1,0,0,2,1,1,1,0,"[DL, ID_REPLACEMENT]",DL,voice,356,0,0,0,0,0,0,0,0,0,0,1,1,100
S2701,U1391,voice,KINYARWANDA,"February 13, 2025","February 1, 2025",rural,0,1,1,abandoned,0,1,0,,167,10,0.76,0.5,0.17,0,0,0,0,3,3,1,1,0,0,16.7,16.7,0,3,1,2,2,1,1,1,0,[LAND],LAND,voice,395,1,0,0,0,0,0,0,0,0,0,1,1,93.3
S2702,U1301,voice,KINYARWANDA,"January 18, 2025","January 1, 2025",rural,0,0,0,abandoned,0,1,0,repeated_errors,138,6,0.69,0.73,0.11,0,1,0,0,7,2,2,1,0,1,22.2,0,3,5,0,1,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,web,477,0,0,0,0,0,0,0,0,0,0,1,1,100
S2703,U1359,voice,KINYARWANDA,"January 16, 2025","January 1, 2025",rural,1,0,1,completed,1,0,0,,38,8,0.84,0.78,0.13,0,1,0,0,2,6,2,1,0,1,25,12.5,2,3,1,2,0,0,0,0,0,[],,,,1,1,1,0,0,0,0,0,0,0,0,0,100
S2704,U1237,voice,KINYARWANDA,"January 12, 2025","January 1, 2025",rural,0,0,0,abandoned,0,1,0,,38,11,0.84,0.63,0.43,0,0,0,0,2,5,3,3,0,0,42.9,42.9,2,2,3,0,1,0,0,1,0,[LAND],LAND,voice,,0,0,0,0,0,0,0,1,0,1,1,0,82.9
S2705,U1134,voice,KINYARWANDA,"January 20, 2025","January 1, 2025",urban,0,0,0,completed,1,0,0,,111,7,0.74,0.62,0,0.4,1,1,0,3,2,2,0,2,0,40,40,2,1,2,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,1,1,0,0,98
S2706,U1150,voice,KINYARWANDA,"February 14, 2025","February 1, 2025",urban,1,0,1,completed,1,0,0,user_request,106,14,0.85,0.72,0.5,0,0,0,0,1,3,2,2,0,0,50,0,2,0,0,2,1,1,1,0,0,[LAND],LAND,voice,"1,632",1,1,1,0,0,1,0,1,0,0,1,1,95
S2707,U1235,voice,KINYARWANDA,"March 5, 2025","March 1, 2025",urban,0,1,1,abandoned,0,1,0,repeated_errors,71,6,0.72,0.75,0,0.13,1,0,0,6,2,1,0,1,0,12.5,0,2,3,0,3,0,0,0,0,0,[],,,,1,0,0,0,0,0,0,0,0,0,0,0,100
S2708,U1223,voice,KINYARWANDA,"April 14, 2025","April 1, 2025",rural,0,0,0,abandoned,0,1,0,user_request,135,10,0.64,0.81,0.5,0,0,0,0,0,2,1,1,0,0,50,0,2,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,1,0,0,0,0,85
S2709,U1202,voice,KINYARWANDA,"February 28, 2025","February 1, 2025",rural,0,1,1,transferred,0,0,1,,126,11,0.7,0.66,0,0.67,1,1,0,0,3,2,0,2,0,66.7,33.3,0,2,1,0,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,voice,795,1,0,0,0,1,0,0,0,1,1,1,1,83.3
S2710,U1255,voice,KINYARWANDA,"April 3, 2025","April 1, 2025",rural,0,1,1,completed,1,0,0,system,110,6,0.74,0.75,0.25,0.13,0,0,0,5,3,3,2,1,0,37.5,0,4,3,0,1,0,0,0,0,0,[],,,,1,1,0,1,0,0,0,0,0,0,0,0,100
S2711,U1085,voice,KINYARWANDA,"April 4, 2025","April 1, 2025",rural,0,0,0,completed,1,0,0,,218,5,0.74,0.71,0,0,1,0,0,3,0,1,0,0,1,33.3,0,2,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,100
S2712,U1149,voice,KINYARWANDA,"March 31, 2025","March 1, 2025",rural,0,0,0,completed,1,0,0,,317,10,0.75,0.67,0.4,0.2,0,0,0,4,1,3,2,1,0,60,20,2,1,1,1,0,0,0,0,0,[],,,,0,0,0,0,0,0,0,1,0,0,0,0,92
S2713,U1234,voice,KINYARWANDA,"January 22, 2025","January 1, 2025",rural,0,0,0,completed,1,0,0,system,103,7,0.9,0.8,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,web,606,0,0,0,0,0,1,0,0,0,0,1,1,100
S2714,U1344,voice,KINYARWANDA,"April 7, 2025","April 1, 2025",rural,0,0,0,transferred,0,0,1,,81,4,0.72,0.77,0,0.5,1,1,0,2,2,2,0,2,0,50,25,2,1,1,0,2,1,1,0,1,[ID_REPLACEMENT],ID_REPLACEMENT,ussd,382,0,0,0,0,0,0,0,0,1,1,1,1,87.5
S2715,U1021,voice,KINYARWANDA,"April 27, 2025","April 1, 2025",rural,0,1,1,abandoned,0,1,0,repeated_errors,330,12,0.83,0.76,0,0.33,1,1,0,3,0,1,0,1,0,33.3,0,3,0,0,0,1,0,0,0,1,[LAND],LAND,voice,,1,0,0,0,1,0,0,0,1,0,1,0,93.3
S2716,U1347,voice,KINYARWANDA,"April 13, 2025","April 1, 2025",rural,0,1,1,transferred,0,0,1,,118,11,0.8,0.71,0.43,0,0,0,0,3,4,3,3,0,0,42.9,28.6,3,2,2,0,0,0,0,0,0,[],,,,1,0,0,0,0,0,0,1,0,1,0,0,84.3
