turn_id,session_id,turn_number,speaker,detected_intent,intent_confidence,asr_confidence,error_type,turn_duration_sec,created_at
T6396,S2793,13,user,start_application,0.73,0.91,silence,12,2025-02-20
T6397,S2613,1,system,repeat,0.59,0.59,misunderstanding,14,2025-03-23
T6398,S2562,4,system,service_lookup,0.87,0.86,,3,2025-02-19
T6399,S2419,10,system,start_application,0.8,0.91,,14,2025-02-24
T6400,S2051,1,user,repeat,0.67,0.82,noise,9,2025-04-07
T6401,S2818,11,user,unknown,0.63,0.53,,14,2025-01-03
T6402,S2204,11,system,service_lookup,0.8,0.57,,3,2025-03-11
T6403,S3000,9,system,unknown,0.36,0.95,,5,2025-01-10
T6404,S2730,2,user,unknown,0.75,0.79,misunderstanding,11,2025-04-17
T6405,S2256,7,system,start_application,0.81,0.44,,13,2025-03-24
T6406,S2184,3,user,repeat,0.64,0.52,,3,2025-01-01
T6407,S2144,14,system,start_application,0.51,0.75,misunderstanding,7,2025-02-14
T6408,S3037,2,user,unknown,0.35,0.59,misunderstanding,14,2025-04-09
T6409,S2245,13,system,start_application,0.73,0.66,silence,14,2025-03-18
T6410,S2186,4,system,service_lookup,0.64,0.32,,7,2025-02-21
T6411,S2865,7,system,start_application,0.35,0.92,,9,2025-02-02
T6412,S2039,7,system,start_application,0.72,0.58,,3,2025-03-25
T6413,S2600,9,user,service_lookup,0.73,0.79,misunderstanding,2,2025-03-14
T6414,S2961,12,system,repeat,0.88,0.37,misunderstanding,13,2025-03-15
T6415,S2985,13,system,service_lookup,0.51,0.84,,2,2025-04-08
T6416,S2008,3,system,start_application,0.91,0.86,,13,2025-03-24
T6417,S2349,7,system,start_application,0.9,0.68,,6,2025-04-27
T6418,S2083,6,system,unknown,0.77,0.88,,13,2025-01-15
T6419,S2532,10,user,repeat,0.46,0.81,,6,2025-04-12
T6420,S2988,7,system,repeat,0.73,0.94,silence,3,2025-04-11
T6421,S2357,7,user,unknown,0.77,0.58,,7,2025-01-24
T6422,S2377,10,user,start_application,0.74,0.88,misunderstanding,3,2025-04-11
T6423,S2171,5,system,repeat,0.65,0.81,,12,2025-03-03
T6424,S3048,9,user,service_lookup,0.71,0.55,,8,2025-03-26
T6425,S2392,7,user,repeat,0.77,0.45,silence,4,2025-02-02
T6426,S3126,7,user,service_lookup,0.3,0.74,silence,3,2025-04-05
T6427,S2701,12,user,unknown,0.35,0.5,,12,2025-03-04
T6428,S2548,14,system,service_lookup,0.66,0.71,,7,2025-01-22
T6429,S2783,3,system,service_lookup,0.56,0.62,,11,2025-01-27
T6430,S2331,1,user,service_lookup,0.93,0.64,,2,2025-04-29
T6431,S2793,14,user,service_lookup,0.67,0.73,silence,6,2025-04-27
T6432,S2648,14,user,start_application,0.84,0.79,,11,2025-01-19
T6433,S2982,5,user,start_application,0.84,0.78,silence,12,2025-01-11
T6434,S3052,8,system,unknown,0.68,0.96,misunderstanding,7,2025-01-13
T6435,S2542,5,user,service_lookup,0.69,0.85,,9,2025-03-12
T6436,S3042,10,system,service_lookup,0.83,0.79,,4,2025-04-01
T6437,S3171,3,user,repeat,0.74,0.53,,8,2025-01-24
T6438,S2490,9,user,service_lookup,0.59,0.54,,12,2025-02-15
T6439,S2282,2,user,unknown,0.54,0.79,,2,2025-01-25
T6440,S2861,3,user,start_application,0.67,0.78,silence,7,2025-04-21
T6441,S2112,12,system,start_application,0.91,0.63,,2,2025-03-28
T6442,S2861,4,user,service_lookup,0.18,0.78,silence,8,2025-02-20
T6443,S2609,10,user,service_lookup,0.74,0.96,,9,2025-03-04
T6444,S2507,1,system,repeat,0.87,0.46,silence,7,2025-02-06
T6445,S2465,11,system,start_application,0.34,0.85,misunderstanding,2,2025-04-29
T6446,S2823,4,user,unknown,0.78,0.83,misunderstanding,9,2025-01-22
T6447,S2608,4,system,start_application,0.89,0.82,misunderstanding,3,2025-01-22
T6448,S3121,9,user,repeat,0.73,0.82,silence,14,2025-01-03
T6449,S2289,8,system,unknown,0.81,0.85,misunderstanding,10,2025-03-16
T6450,S2867,2,user,service_lookup,0.56,0.81,silence,12,2025-02-22
T6451,S3179,13,system,repeat,0.75,0.91,,12,2025-01-24
T6452,S2781,7,user,service_lookup,0.92,0.81,misunderstanding,2,2025-03-30
T6453,S2161,6,user,start_application,0.93,0.75,,7,2025-04-19
T6454,S2623,7,system,repeat,0.69,0.81,misunderstanding,6,2025-03-23
T6455,S2716,11,system,start_application,0.82,0.75,misunderstanding,6,2025-02-19
T6456,S3120,4,system,service_lookup,0.81,0.73,misunderstanding,7,2025-02-17
T6457,S2566,14,system,start_application,0.86,0.79,noise,14,2025-02-20
T6458,S2993,14,user,unknown,0.48,0.77,,7,2025-01-28
T6459,S3140,5,user,unknown,0.72,0.76,,12,2025-02-08
T6460,S2595,6,system,repeat,0.89,0.72,,11,2025-03-15
T6461,S2958,9,system,service_lookup,0.8,0.78,,9,2025-04-08
T6462,S3012,2,user,unknown,0.35,0.59,,5,2025-03-31
T6463,S2474,11,user,unknown,0.83,0.94,,10,2025-04-10
T6464,S2617,9,system,service_lookup,0.55,0.93,misunderstanding,9,2025-03-29
T6465,S2640,10,system,service_lookup,0.56,0.51,,2,2025-01-20
T6466,S2261,1,system,unknown,0.75,0.75,misunderstanding,5,2025-04-21
T6467,S2161,4,user,unknown,0.96,0.76,,9,2025-04-07
T6468,S2180,12,system,service_lookup,0.92,0.64,,9,2025-02-05
T6469,S2724,5,system,unknown,0.77,0.25,,5,2025-01-23
T6470,S2468,9,system,start_application,0.62,0.65,noise,9,2025-01-25
T6471,S2020,6,system,unknown,0.49,0.49,,4,2025-04-19
T6472,S2259,4,system,start_application,0.94,0.97,,4,2025-01-08
T6473,S2465,2,user,start_application,0.82,0.77,misunderstanding,10,2025-02-23
T6474,S3139,5,user,service_lookup,0.75,0.88,misunderstanding,8,2025-01-06
T6475,S2536,8,system,unknown,0.68,0.84,misunderstanding,7,2025-04-06
T6476,S2951,8,user,start_application,0.93,0.6,misunderstanding,3,2025-02-26
T6477,S2765,6,user,repeat,0.85,0.66,,10,2025-03-13
T6478,S2958,11,system,service_lookup,0.54,0.74,,2,2025-02-02
T6479,S2933,1,system,repeat,0.4,0.49,silence,2,2025-03-07
T6480,S2850,8,system,start_application,0.78,0.75,,9,2025-02-25
T6481,S3191,4,system,service_lookup,0.7,0.85,,4,2025-03-08
T6482,S2532,14,user,service_lookup,0.89,0.62,misunderstanding,10,2025-01-02
T6483,S2014,2,system,service_lookup,0.77,0.54,silence,8,2025-03-15
T6484,S2049,1,user,repeat,0.84,0.38,,11,2025-03-10
T6485,S2998,7,system,start_application,0.76,0.67,silence,8,2025-02-15
T6486,S2303,2,user,service_lookup,0.89,0.75,,11,2025-04-23
T6487,S2415,13,user,service_lookup,0.99,0.68,,11,2025-02-02
T6488,S2304,4,system,start_application,0.92,0.66,,2,2025-02-16
T6489,S2195,4,user,service_lookup,0.53,0.69,,13,2025-02-27
T6490,S2812,13,system,start_application,0.85,0.29,misunderstanding,2,2025-03-27
T6491,S2799,10,user,start_application,0.94,0.72,misunderstanding,8,2025-03-09
T6492,S2387,1,user,start_application,0.87,0.76,,13,2025-04-30
T6493,S2756,2,user,start_application,0.56,0.77,misunderstanding,10,2025-01-19
T6494,S2454,1,system,service_lookup,0.92,0.79,,3,2025-03-15
T6495,S2712,6,user,service_lookup,0.45,0.6,,8,2025-01-03
T6496,S2704,13,user,repeat,0.69,0.94,,13,2025-01-08
T6497,S2847,3,system,unknown,0.93,0.54,silence,9,2025-03-23
T6498,S3150,1,user,start_application,0.7,0.88,silence,3,2025-01-02
T6499,S2174,12,user,service_lookup,0.45,0.52,,2,2025-04-13
T6500,S3157,8,system,start_application,0.66,0.94,,12,2025-03-15
T6501,S3089,14,user,unknown,0.56,0.72,noise,13,2025-03-25
T6502,S2278,12,user,start_application,0.67,0.6,misunderstanding,8,2025-04-26
T6503,S2757,14,system,unknown,0.81,0.78,silence,2,2025-04-04
T6504,S2362,4,system,service_lookup,0.51,0.83,,3,2025-01-07
T6505,S2170,10,system,repeat,0.48,0.88,misunderstanding,6,2025-03-30
T6506,S3074,7,system,start_application,0.86,0.7,silence,4,2025-01-14
T6507,S2664,10,user,start_application,0.82,0.85,,6,2025-03-15
T6508,S2591,2,system,start_application,0.72,0.52,misunderstanding,9,2025-01-14
T6509,S2930,6,system,start_application,0.79,0.99,silence,6,2025-02-02
T6510,S3168,6,system,repeat,0.61,0.61,,4,2025-03-14
T6511,S2273,7,user,unknown,0.8,0.66,,3,2025-04-30
T6512,S3178,12,system,service_lookup,0.83,0.8,,14,2025-01-19
T6513,S2507,1,user,start_application,0.89,0.78,silence,6,2025-04-12
T6514,S2362,14,system,unknown,0.92,0.63,,2,2025-01-21
T6515,S2847,12,user,service_lookup,0.59,0.89,,12,2025-02-23
T6516,S2654,1,system,start_application,0.51,0.82,,7,2025-04-25
T6517,S2297,2,system,service_lookup,0.69,0.9,,5,2025-04-21
T6518,S2493,14,user,service_lookup,0.53,0.9,silence,6,2025-03-01
T6519,S2545,11,system,unknown,0.89,0.51,misunderstanding,10,2025-01-31
T6520,S2303,2,system,start_application,0.6,0.68,,12,2025-01-03
T6521,S2903,5,system,start_application,0.65,0.87,,13,2025-04-27
T6522,S2238,1,user,service_lookup,0.53,0.9,noise,13,2025-03-09
T6523,S2649,11,system,service_lookup,0.52,0.49,,6,2025-02-01
T6524,S2883,2,user,unknown,0.88,0.87,,11,2025-02-16
T6525,S3199,6,user,start_application,0.87,0.66,,4,2025-02-20
T6526,S2409,3,user,service_lookup,0.55,0.88,misunderstanding,9,2025-03-18
T6527,S2725,4,system,unknown,0.85,0.89,misunderstanding,9,2025-03-23
T6528,S3046,1,system,start_application,0.93,0.71,noise,2,2025-03-15
T6529,S2317,5,user,start_application,0.77,0.84,,9,2025-01-17
T6530,S2524,4,user,start_application,0.6,0.7,,12,2025-01-24
T6531,S2904,8,system,service_lookup,0.97,0.71,silence,10,2025-03-24
T6532,S3023,3,system,start_application,0.86,0.77,misunderstanding,6,2025-02-21
T6533,S2619,10,system,start_application,0.83,0.73,misunderstanding,12,2025-03-04
T6534,S2952,1,user,service_lookup,0.82,0.9,silence,6,2025-02-02
T6535,S3131,14,user,repeat,0.76,0.91,noise,11,2025-01-06
T6536,S2800,13,user,service_lookup,0.7,0.56,,9,2025-04-17
T6537,S2915,10,system,repeat,0.84,0.84,,2,2025-02-23
T6538,S3199,5,user,service_lookup,0.77,0.89,,3,2025-02-21
T6539,S2319,14,system,unknown,0.89,0.8,,10,2025-04-08
T6540,S2875,1,user,unknown,0.87,0.7,misunderstanding,7,2025-02-09
T6541,S2328,11,user,service_lookup,0.88,0.44,,11,2025-02-18
T6542,S2752,5,user,unknown,0.99,0.78,,4,2025-04-26
T6543,S2656,9,system,start_application,0.71,0.54,,7,2025-02-05
T6544,S3037,5,system,repeat,0.51,0.88,,10,2025-04-22
T6545,S2070,2,user,repeat,0.44,0.7,noise,8,2025-01-19
T6546,S2826,13,user,service_lookup,0.6,0.95,,14,2025-02-05
T6547,S2864,2,user,service_lookup,0.42,0.69,,10,2025-01-01
T6548,S2927,10,system,service_lookup,0.87,0.63,,13,2025-02-12
T6549,S2105,9,system,start_application,0.79,0.68,misunderstanding,8,2025-03-18
T6550,S2769,12,user,service_lookup,0.78,0.76,,2,2025-01-25
T6551,S2892,14,user,start_application,0.73,0.67,misunderstanding,10,2025-03-17
T6552,S2195,5,system,service_lookup,0.89,0.67,,5,2025-01-29
T6553,S2144,11,system,start_application,0.76,0.63,misunderstanding,3,2025-04-01
T6554,S2470,8,user,service_lookup,0.33,0.84,,11,2025-03-31
T6555,S2215,10,system,service_lookup,0.72,0.82,,10,2025-03-13
T6556,S3116,4,system,service_lookup,0.78,0.71,silence,11,2025-01-24
T6557,S2259,2,system,repeat,0.74,0.88,silence,13,2025-01-20
T6558,S2933,4,user,unknown,0.82,0.88,,6,2025-02-16
T6559,S2574,12,system,service_lookup,0.44,0.77,,3,2025-03-25
T6560,S2284,11,system,repeat,0.68,0.69,,10,2025-03-06
T6561,S2483,4,system,unknown,0.93,0.96,,14,2025-03-29
T6562,S2371,11,system,unknown,0.45,0.41,misunderstanding,14,2025-04-16
T6563,S2069,9,user,start_application,0.74,0.88,,8,2025-02-26
T6564,S2378,10,system,service_lookup,0.37,0.66,,14,2025-01-24
T6565,S2301,11,user,service_lookup,0.66,0.76,,8,2025-03-28
T6566,S2254,6,user,service_lookup,0.23,0.8,,2,2025-03-02
T6567,S2943,10,system,start_application,0.61,0.86,silence,6,2025-04-08
T6568,S2691,6,system,start_application,0.45,0.96,misunderstanding,5,2025-03-14
T6569,S2833,5,user,start_application,0.85,0.79,,6,2025-04-06
T6570,S2716,6,system,service_lookup,0.76,0.89,,8,2025-04-16
T6571,S2423,1,user,service_lookup,0.49,0.72,noise,7,2025-03-01
T6572,S2212,13,user,unknown,0.71,0.85,,8,2025-01-03
T6573,S2099,5,user,unknown,0.72,0.84,misunderstanding,5,2025-04-12
T6574,S3135,12,system,repeat,0.39,0.89,misunderstanding,2,2025-04-07
T6575,S2307,6,system,service_lookup,0.74,0.81,,8,2025-03-18
T6576,S2677,8,user,unknown,0.8,0.92,,2,2025-04-12
T6577,S2474,4,user,service_lookup,0.58,0.78,noise,7,2025-01-09
T6578,S2111,14,system,repeat,0.7,0.79,,2,2025-01-01
T6579,S3110,5,system,service_lookup,0.44,0.65,,14,2025-01-13
T6580,S2182,4,user,start_application,0.9,0.77,,11,2025-04-11
T6581,S2596,7,system,repeat,0.74,0.81,,3,2025-01-21
T6582,S2164,10,system,unknown,0.67,0.9,misunderstanding,14,2025-03-16
T6583,S2814,6,user,repeat,0.42,0.69,misunderstanding,4,2025-02-06
T6584,S2089,14,user,unknown,0.77,0.91,misunderstanding,4,2025-03-18
T6585,S2454,4,system,start_application,0.7,0.84,,13,2025-04-29
T6586,S2237,6,user,start_application,0.26,0.71,silence,11,2025-02-03
T6587,S2533,13,system,service_lookup,0.79,0.65,,14,2025-03-06
T6588,S2726,4,user,service_lookup,0.75,0.81,,8,2025-02-22
T6589,S2057,12,system,repeat,0.9,0.86,misunderstanding,10,2025-03-10
T6590,S2541,8,user,unknown,0.53,0.71,noise,3,2025-04-14
T6591,S3021,11,system,service_lookup,0.68,0.81,,6,2025-01-19
T6592,S2617,3,system,service_lookup,0.76,0.99,,7,2025-03-26
T6593,S2401,8,system,service_lookup,0.23,0.71,,9,2025-04-06
T6594,S3005,13,user,unknown,0.83,0.7,,7,2025-02-28
T6595,S2841,2,system,service_lookup,0.76,0.62,,12,2025-01-05
T6596,S2838,6,user,service_lookup,0.67,0.85,misunderstanding,7,2025-01-04
T6597,S2518,8,system,service_lookup,0.82,0.9,misunderstanding,12,2025-03-05
T6598,S2196,1,user,service_lookup,0.51,0.67,misunderstanding,12,2025-04-26
T6599,S2045,6,system,repeat,0.28,0.69,misunderstanding,7,2025-04-08
T6600,S2529,9,system,unknown,0.66,0.78,silence,5,2025-03-04
T6601,S2999,13,user,service_lookup,0.68,0.82,silence,8,2025-03-07
T6602,S2775,10,user,service_lookup,0.89,0.93,,14,2025-02-28
T6603,S2073,10,user,unknown,0.74,0.78,,14,2025-03-09
T6604,S2334,2,user,unknown,0.76,0.79,,7,2025-01-23
T6605,S2632,11,user,service_lookup,0.84,0.81,,2,2025-03-20
T6606,S2687,13,system,service_lookup,0.91,0.88,,8,2025-02-04
T6607,S2574,1,user,unknown,0.98,0.92,,14,2025-04-18
T6608,S2295,2,system,start_application,0.69,0.79,,2,2025-02-23
T6609,S3107,5,user,unknown,0.37,0.82,,7,2025-04-11
T6610,S3038,6,user,service_lookup,0.96,0.96,,12,2025-03-07
T6611,S3157,1,user,start_application,0.81,0.46,,3,2025-04-03
T6612,S2477,7,user,start_application,0.91,0.61,silence,12,2025-03-19
T6613,S2632,11,system,unknown,0.64,0.66,noise,6,2025-03-27
T6614,S2318,4,user,unknown,0.52,0.81,,2,2025-03-04
T6615,S2478,9,system,service_lookup,0.2,0.66,misunderstanding,12,2025-01-23
T6616,S2367,6,user,start_application,0.74,0.95,silence,8,2025-02-20
T6617,S2366,9,system,service_lookup,0.61,0.76,,14,2025-01-24
T6618,S2377,1,system,repeat,0.79,0.63,,14,2025-01-20
T6619,S2462,4,user,repeat,0.82,0.82,silence,2,2025-01-30
T6620,S2012,2,user,unknown,0.79,0.68,misunderstanding,13,2025-03-24
T6621,S2535,6,user,service_lookup,0.86,0.83,,11,2025-03-08
T6622,S3191,4,system,service_lookup,0.94,0.82,silence,8,2025-04-26
T6623,S2269,9,user,service_lookup,0.91,0.93,,9,2025-04-08
T6624,S3093,14,system,service_lookup,0.5,0.88,,5,2025-01-12
T6625,S2375,3,user,service_lookup,0.56,0.67,,4,2025-02-03
T6626,S3112,1,user,unknown,0.93,0.7,,13,2025-01-05
T6627,S2256,11,user,start_application,0.69,0.82,silence,2,2025-02-16
T6628,S2216,13,user,start_application,0.76,0.95,,8,2025-01-07
T6629,S2449,11,system,unknown,0.51,0.59,silence,3,2025-04-19
T6630,S2893,1,user,unknown,0.6,0.5,,5,2025-03-20
T6631,S3164,12,system,start_application,0.88,0.56,,5,2025-02-27
T6632,S3184,9,system,service_lookup,0.55,0.72,,9,2025-02-22
T6633,S2031,9,user,service_lookup,0.47,0.81,silence,3,2025-03-30
T6634,S3175,5,user,start_application,0.98,0.93,noise,4,2025-03-23
T6635,S2609,2,user,repeat,0.46,0.92,,2,2025-03-29
T6636,S2916,9,system,repeat,0.72,0.87,,8,2025-03-29
T6637,S2541,13,user,start_application,0.67,0.55,,9,2025-04-05
T6638,S2147,12,user,unknown,0.77,0.48,misunderstanding,3,2025-04-13
T6639,S2655,13,user,repeat,0.42,0.65,silence,12,2025-01-10
T6640,S2066,8,user,unknown,0.96,0.41,misunderstanding,3,2025-01-04
T6641,S2569,13,system,unknown,0.87,0.83,,2,2025-03-03
T6642,S2747,11,system,service_lookup,0.99,0.89,silence,2,2025-03-12
T6643,S2442,10,user,service_lookup,0.79,0.62,,5,2025-02-23
T6644,S2896,10,system,start_application,0.89,0.74,,5,2025-03-31
T6645,S2398,6,system,start_application,0.68,0.59,,9,2025-04-29
T6646,S3151,7,user,start_application,0.95,0.68,,14,2025-03-10
T6647,S2481,12,system,service_lookup,0.51,0.73,silence,6,2025-04-04
T6648,S2947,6,user,unknown,0.83,0.67,silence,5,2025-03-08
T6649,S2185,5,system,service_lookup,0.88,0.86,,10,2025-04-30
T6650,S2168,4,system,unknown,0.41,0.53,,12,2025-03-05
T6651,S2506,7,system,start_application,0.61,0.73,,7,2025-04-29
T6652,S2520,4,user,service_lookup,0.86,0.75,,13,2025-03-13
T6653,S2160,10,system,service_lookup,0.71,0.78,,14,2025-02-20
T6654,S2339,10,user,service_lookup,0.83,0.85,,2,2025-01-20
T6655,S3129,10,user,service_lookup,0.75,0.9,,8,2025-02-01
T6656,S2703,9,system,repeat,0.82,0.77,,11,2025-01-17
T6657,S3176,5,system,service_lookup,0.73,0.69,,13,2025-04-22
T6658,S2822,8,user,repeat,0.81,0.9,,9,2025-02-07
T6659,S2784,12,system,service_lookup,0.41,0.93,misunderstanding,5,2025-04-19
T6660,S3172,13,user,service_lookup,0.72,0.79,,4,2025-04-13
T6661,S2130,12,user,repeat,0.93,0.74,,2,2025-03-29
T6662,S2515,12,system,start_application,0.75,0.67,,12,2025-02-26
T6663,S2535,6,system,start_application,0.87,0.42,silence,9,2025-01-25
T6664,S2740,4,user,service_lookup,0.75,0.72,,11,2025-04-24
T6665,S2780,12,system,service_lookup,0.38,0.93,,10,2025-02-23
T6666,S2587,3,user,service_lookup,0.93,0.87,silence,12,2025-02-09
T6667,S2725,11,user,start_application,0.83,0.64,misunderstanding,11,2025-03-16
T6668,S2942,6,user,service_lookup,0.75,0.86,misunderstanding,11,2025-03-31
T6669,S2996,1,system,start_application,0.87,0.7,,13,2025-01-09
T6670,S2375,2,system,unknown,0.56,0.73,,2,2025-01-04
T6671,S3181,7,user,service_lookup,0.67,0.46,,11,2025-01-24
T6672,S2203,4,user,unknown,0.79,0.73,,12,2025-01-12
T6673,S2988,5,system,service_lookup,0.8,0.76,silence,10,2025-04-13
T6674,S2660,11,system,repeat,0.58,0.45,misunderstanding,11,2025-02-10
T6675,S2074,10,user,repeat,0.77,0.75,,5,2025-04-06
T6676,S2740,1,user,service_lookup,0.96,0.87,noise,6,2025-04-15
T6677,S2303,2,system,unknown,0.74,0.78,,6,2025-04-23
T6678,S3085,4,system,start_application,0.72,0.94,,7,2025-04-18
T6679,S2569,8,user,service_lookup,0.7,0.89,,14,2025-01-07
T6680,S2785,10,system,start_application,0.84,0.69,,3,2025-02-17
T6681,S3131,4,user,unknown,0.77,0.67,,3,2025-01-23
T6682,S2986,14,user,unknown,0.71,0.92,,12,2025-03-21
T6683,S2228,3,system,service_lookup,0.84,0.67,,6,2025-01-04
T6684,S3071,3,user,start_application,0.67,0.72,,6,2025-04-24
T6685,S2267,12,user,service_lookup,0.64,0.93,silence,2,2025-03-01
T6686,S2726,5,user,start_application,0.81,0.89,misunderstanding,10,2025-03-07
T6687,S2801,3,system,start_application,0.88,0.64,,3,2025-04-27
T6688,S2253,8,system,service_lookup,0.66,0.3,silence,8,2025-04-07
T6689,S2956,5,user,start_application,0.85,0.88,misunderstanding,3,2025-02-23
T6690,S2869,12,system,unknown,0.73,0.58,,9,2025-02-14
T6691,S2086,14,user,start_application,0.8,0.78,silence,13,2025-04-20
T6692,S3048,12,user,repeat,0.56,0.84,,7,2025-02-25
T6693,S2221,14,system,service_lookup,0.82,0.67,,14,2025-04-20
T6694,S2989,7,user,unknown,0.85,0.68,misunderstanding,14,2025-01-15
T6695,S2396,11,system,service_lookup,0.62,0.74,,9,2025-02-15
T6696,S2937,8,system,start_application,0.64,0.8,misunderstanding,11,2025-01-19
T6697,S2510,5,user,repeat,0.79,0.86,,8,2025-02-28
T6698,S2560,8,system,repeat,0.7,0.72,,8,2025-04-02
T6699,S2845,12,user,service_lookup,0.83,0.74,silence,12,2025-01-27
T6700,S2439,3,system,start_application,0.72,0.75,misunderstanding,9,2025-03-29
T6701,S3198,14,user,start_application,0.72,0.78,misunderstanding,10,2025-02-24
T6702,S2310,12,user,service_lookup,0.93,0.89,,9,2025-02-24
T6703,S2034,7,system,start_application,0.84,0.93,,6,2025-03-27
T6704,S2216,8,system,service_lookup,0.47,0.89,,4,2025-04-11
T6705,S2720,7,user,service_lookup,0.85,0.8,misunderstanding,10,2025-02-27
T6706,S3015,14,user,service_lookup,0.89,0.87,misunderstanding,9,2025-02-20
T6707,S2518,2,user,service_lookup,0.78,0.54,,13,2025-01-29
T6708,S2268,8,user,repeat,0.95,0.62,,7,2025-02-25
T6709,S2637,6,user,start_application,0.95,0.58,silence,3,2025-04-05
T6710,S2474,10,system,start_application,0.66,0.69,,4,2025-04-16
T6711,S2089,3,user,service_lookup,0.66,0.85,,2,2025-02-07
T6712,S3065,4,system,service_lookup,0.8,0.74,silence,8,2025-03-04
T6713,S2981,7,user,start_application,0.69,0.81,silence,9,2025-04-09
T6714,S2287,3,system,service_lookup,0.54,0.71,,11,2025-03-03
T6715,S2480,1,user,repeat,0.92,0.63,misunderstanding,8,2025-03-02
T6716,S2636,6,system,unknown,0.92,0.79,misunderstanding,11,2025-02-20
T6717,S2500,3,user,unknown,0.7,0.87,,8,2025-03-27
T6718,S2051,11,system,start_application,0.86,0.76,,6,2025-02-08
T6719,S2102,10,user,start_application,0.54,0.76,,10,2025-04-19
T6720,S2698,6,user,unknown,0.64,0.71,,3,2025-04-11
T6721,S3037,10,user,start_application,0.52,0.92,,6,2025-03-25
T6722,S2469,12,user,start_application,0.38,0.74,silence,9,2025-03-22
T6723,S2426,3,system,start_application,0.9,0.85,,9,2025-03-28
T6724,S2109,6,system,repeat,0.78,0.82,silence,11,2025-03-25
T6725,S2514,11,system,start_application,0.64,0.81,,10,2025-02-23
T6726,S2067,4,user,start_application,0.77,0.66,,3,2025-02-05
T6727,S2388,13,user,repeat,0.55,0.83,misunderstanding,13,2025-01-19
T6728,S2307,4,system,repeat,0.58,0.7,,13,2025-03-09
T6729,S3089,10,system,start_application,0.81,0.76,silence,13,2025-01-23
T6730,S2459,10,user,repeat,0.85,0.9,noise,13,2025-03-16
T6731,S2346,11,system,service_lookup,0.95,0.84,misunderstanding,9,2025-03-02
T6732,S2324,2,system,unknown,0.92,0.93,,7,2025-01-01
T6733,S2666,14,system,service_lookup,0.93,0.87,misunderstanding,4,2025-01-03
T6734,S3056,4,user,start_application,0.76,0.62,noise,8,2025-02-17
T6735,S2067,11,system,repeat,0.45,0.78,misunderstanding,3,2025-03-24
T6736,S2186,12,user,start_application,0.56,0.93,,3,2025-03-12
T6737,S2191,4,system,service_lookup,0.55,0.82,silence,11,2025-04-22
T6738,S2427,11,user,service_lookup,0.96,0.95,silence,3,2025-02-16
T6739,S3131,7,system,unknown,0.73,0.9,,14,2025-04-11
T6740,S2215,5,system,service_lookup,0.67,0.52,,4,2025-01-17
T6741,S2176,8,user,service_lookup,0.69,0.4,misunderstanding,8,2025-04-18
T6742,S2560,7,user,start_application,0.75,0.82,,3,2025-01-10
T6743,S2880,10,system,start_application,0.67,0.5,misunderstanding,14,2025-03-03
T6744,S2625,9,user,repeat,0.42,0.68,silence,7,2025-02-05
T6745,S2606,8,user,repeat,0.8,0.77,silence,12,2025-02-07
T6746,S2178,9,user,unknown,0.89,0.91,,14,2025-04-11
T6747,S2394,1,system,unknown,0.65,0.82,misunderstanding,9,2025-02-10
T6748,S3168,10,system,repeat,0.84,0.85,silence,13,2025-02-12
T6749,S2875,13,system,service_lookup,0.68,0.91,,9,2025-03-12
T6750,S2961,12,user,start_application,0.56,0.87,,5,2025-03-14
T6751,S2197,3,user,start_application,0.87,0.81,,6,2025-03-03
T6752,S2968,5,user,start_application,0.6,0.84,,3,2025-04-03
T6753,S3107,9,system,service_lookup,0.59,0.5,misunderstanding,12,2025-02-26
T6754,S2668,8,user,start_application,0.69,0.75,,2,2025-01-22
T6755,S3108,14,user,unknown,0.7,0.65,,6,2025-02-06
T6756,S2456,10,system,start_application,0.9,0.86,misunderstanding,14,2025-01-30
T6757,S2071,7,system,start_application,0.39,0.79,,14,2025-02-02
T6758,S2222,2,user,start_application,0.95,0.86,,11,2025-04-21
T6759,S2275,11,user,service_lookup,0.97,0.75,,14,2025-04-23
T6760,S2572,6,system,start_application,0.6,0.78,noise,10,2025-01-22
T6761,S2923,4,system,service_lookup,0.62,0.76,,5,2025-02-11
T6762,S2470,5,user,start_application,0.76,0.8,,13,2025-01-16
T6763,S2453,14,system,repeat,0.65,0.95,silence,12,2025-02-25
T6764,S2968,5,user,repeat,0.64,0.71,silence,12,2025-03-08
T6765,S2006,13,system,service_lookup,0.78,0.61,,13,2025-02-15
T6766,S2187,4,user,service_lookup,0.65,0.32,,2,2025-03-15
T6767,S2003,4,user,repeat,0.76,0.75,,2,2025-04-14
T6768,S2906,4,system,service_lookup,0.53,0.85,silence,11,2025-01-17
T6769,S3148,11,system,service_lookup,0.66,0.51,,13,2025-04-30
T6770,S3038,2,system,start_application,0.51,0.84,,5,2025-03-16
T6771,S2959,1,system,repeat,0.73,0.68,misunderstanding,12,2025-04-02
T6772,S2524,12,user,repeat,0.85,0.59,,3,2025-01-17
T6773,S2629,2,user,unknown,0.44,0.72,silence,5,2025-04-07
T6774,S2774,7,user,service_lookup,0.69,0.59,,4,2025-04-25
T6775,S2359,12,system,service_lookup,0.81,0.77,silence,12,2025-04-18
T6776,S2517,1,user,start_application,0.86,0.9,,4,2025-04-04
T6777,S3053,6,user,repeat,0.65,0.55,noise,4,2025-03-28
T6778,S2920,4,user,service_lookup,0.95,0.6,,2,2025-04-12
