application_id,session_id,user_id,service_code,channel,status,time_to_submit_sec,submitted_at
A4807,S2112,U1222,ID_REPLACEMENT,voice,completed,1450,2025-04-05
A4808,S2390,U1252,DL,web,completed,822,2025-01-20
A4809,S2782,U1201,ID_REPLACEMENT,voice,abandoned,1405,2025-01-04
A4810,S2998,U1323,BIRTH_CERT,ussd,failed,102,2025-02-15
A4811,S2930,U1459,BIRTH_CERT,web,completed,667,2025-03-17
A4812,S2820,U1078,DL,web,completed,1153,2025-01-27
A4813,S3024,U1473,DL,web,completed,391,2025-02-18
A4814,S2754,U1161,ID_REPLACEMENT,ussd,completed,302,2025-01-06
A4815,S3128,U1384,BIRTH_CERT,voice,abandoned,739,2025-02-22
A4816,S2405,U1058,LAND,voice,failed,1091,2025-04-22
A4817,S2979,U1435,BIRTH_CERT,ussd,completed,1088,2025-04-25
A4818,S2291,U1300,DL,ussd,completed,280,2025-02-05
A4819,S2399,U1273,ID_REPLACEMENT,web,completed,78,2025-04-11
A4820,S2149,U1328,ID_REPLACEMENT,voice,completed,1413,2025-04-29
A4821,S3158,U1366,DL,ussd,abandoned,398,2025-01-22
A4822,S2847,U1254,ID_REPLACEMENT,voice,completed,1107,2025-04-29
A4823,S2954,U1305,LAND,ussd,abandoned,587,2025-03-30
A4824,S2679,U1289,ID_REPLACEMENT,voice,failed,107,2025-04-28
A4825,S2346,U1053,LAND,voice,failed,815,2025-03-02
A4826,S2115,U1181,DL,web,completed,984,2025-02-01
A4827,S2871,U1307,DL,voice,completed,1208,2025-02-21
A4828,S2190,U1242,LAND,voice,completed,173,2025-03-18
A4829,S2334,U1413,DL,voice,failed,257,2025-02-21
A4830,S2348,U1387,BIRTH_CERT,web,completed,231,2025-03-18
A4831,S2474,U1052,LAND,web,failed,471,2025-02-22
A4832,S2493,U1151,LAND,voice,completed,602,2025-04-20
A4833,S3184,U1305,DL,web,completed,776,2025-01-30
A4834,S2105,U1237,LAND,voice,completed,62,2025-01-29
A4835,S2412,U1428,BIRTH_CERT,ussd,completed,970,2025-04-07
A4836,S2589,U1316,BIRTH_CERT,web,failed,1264,2025-03-01
A4837,S2377,U1089,LAND,voice,failed,380,2025-01-31
A4838,S3075,U1390,DL,web,completed,341,2025-01-31
A4839,S2700,U1237,ID_REPLACEMENT,web,completed,356,2025-01-30
A4840,S2250,U1498,ID_REPLACEMENT,voice,abandoned,900,2025-03-19
A4841,S2485,U1044,BIRTH_CERT,voice,completed,557,2025-01-23
A4842,S2882,U1084,ID_REPLACEMENT,web,completed,274,2025-04-10
A4843,S2550,U1236,LAND,web,completed,1323,2025-04-07
A4844,S3086,U1461,BIRTH_CERT,voice,failed,297,2025-01-28
A4845,S3016,U1497,DL,voice,abandoned,877,2025-02-09
A4846,S2767,U1498,BIRTH_CERT,ussd,completed,516,2025-02-01
A4847,S2090,U1033,BIRTH_CERT,web,completed,925,2025-04-19
A4848,S2202,U1137,ID_REPLACEMENT,web,failed,827,2025-04-15
A4849,S2546,U1138,BIRTH_CERT,web,abandoned,207,2025-04-30
A4850,S3041,U1428,LAND,ussd,completed,331,2025-03-31
A4851,S2274,U1048,ID_REPLACEMENT,voice,abandoned,190,2025-03-09
A4852,S3193,U1423,BIRTH_CERT,ussd,failed,1189,2025-01-23
A4853,S2959,U1434,DL,ussd,completed,395,2025-01-14
A4854,S2859,U1326,DL,ussd,failed,1136,2025-04-07
A4855,S3153,U1098,ID_REPLACEMENT,web,completed,1462,2025-03-10
A4856,S2429,U1118,ID_REPLACEMENT,web,abandoned,292,2025-03-15
A4857,S2834,U1231,BIRTH_CERT,ussd,completed,173,2025-03-14
A4858,S2253,U1155,ID_REPLACEMENT,web,completed,1690,2025-01-08
A4859,S2782,U1445,LAND,voice,failed,606,2025-03-18
A4860,S2197,U1142,ID_REPLACEMENT,voice,completed,164,2025-02-26
A4861,S2059,U1037,BIRTH_CERT,web,completed,425,2025-03-18
A4862,S2515,U1360,LAND,web,abandoned,878,2025-02-17
A4863,S2660,U1304,BIRTH_CERT,voice,failed,183,2025-01-02
A4864,S2038,U1128,DL,voice,completed,533,2025-03-27
A4865,S2578,U1305,LAND,web,abandoned,418,2025-02-03
A4866,S2457,U1141,DL,ussd,abandoned,631,2025-02-23
A4867,S2371,U1110,LAND,voice,failed,500,2025-02-21
A4868,S3020,U1115,DL,ussd,completed,282,2025-04-11
A4869,S2313,U1396,LAND,ussd,failed,1098,2025-04-11
A4870,S2781,U1021,BIRTH_CERT,voice,failed,127,2025-01-12
A4871,S2265,U1312,LAND,web,failed,232,2025-02-24
A4872,S3160,U1340,ID_REPLACEMENT,ussd,completed,443,2025-03-10
A4873,S2101,U1296,DL,voice,abandoned,77,2025-04-16
A4874,S3199,U1420,DL,web,completed,1133,2025-02-15
A4875,S2806,U1337,LAND,ussd,completed,80,2025-02-02
A4876,S2424,U1360,LAND,voice,completed,925,2025-03-27
A4877,S2554,U1200,ID_REPLACEMENT,voice,abandoned,500,2025-01-28
A4878,S3090,U1230,BIRTH_CERT,voice,completed,767,2025-01-11
A4879,S3001,U1478,BIRTH_CERT,voice,failed,758,2025-02-24
A4880,S2077,U1483,LAND,voice,completed,468,2025-02-06
A4881,S2015,U1004,DL,voice,failed,198,2025-01-23
A4882,S2664,U1030,LAND,ussd,completed,794,2025-04-10
A4883,S3145,U1064,BIRTH_CERT,voice,failed,1117,2025-03-16
A4884,S3050,U1085,DL,voice,completed,750,2025-02-08
A4885,S2821,U1312,DL,web,completed,2860,2025-03-28
A4886,S3079,U1398,ID_REPLACEMENT,ussd,completed,502,2025-03-18
A4887,S2970,U1089,LAND,voice,abandoned,640,2025-03-28
A4888,S2100,U1284,DL,voice,completed,278,2025-02-26
A4889,S2938,U1437,ID_REPLACEMENT,voice,completed,1119,2025-03-19
A4890,S2698,U1168,BIRTH_CERT,web,failed,501,2025-04-07
A4891,S2210,U1474,LAND,ussd,completed,454,2025-04-26
A4892,S2884,U1289,DL,web,abandoned,593,2025-01-17
A4893,S3117,U1212,ID_REPLACEMENT,voice,completed,420,2025-01-15
A4894,S2775,U1203,BIRTH_CERT,voice,abandoned,190,2025-03-12
A4895,S2500,U1034,ID_REPLACEMENT,voice,failed,540,2025-02-07
A4896,S2796,U1438,ID_REPLACEMENT,web,failed,492,2025-04-23
A4897,S2909,U1225,ID_REPLACEMENT,voice,completed,978,2025-04-04
A4898,S2753,U1032,LAND,web,completed,522,2025-04-23
A4899,S2739,U1297,BIRTH_CERT,web,completed,1091,2025-01-28
