s.session_id,s.user_id,channel,language,total_duration_sec,s.total_turns,final_outcome,is_completed,is_abandoned,is_transferred,transfer_reason,session_date,session_month,region,is_disabled,is_first_time_user,is_vulnerable_user,avg_asr_confidence,avg_intent_confidence,misunderstanding_rate,silence_rate,is_recovered,is_escalated,had_errors,user_turns,system_turns,total_error_turns,misunderstanding_turns,silence_turns,noise_turns,turn_error_rate_pct,repeat_intent_rate_pct,intent_service_lookup_count,intent_start_application_count,intent_repeat_count,intent_unknown_count,avg_turn_intent_confidence,avg_turn_asr_confidence,total_application_attempts,had_successful_application,applications_completed,applications_abandoned,applications_failed,services_attempted,primary_service_code,application_channel,avg_time_to_submit_sec,high_confusion_session,high_misunderstanding_session,high_silence_session,had_application_attempt,end_to_end_success,vulnerable_user_completed
S2593,U1414,voice,KINYARWANDA,75,5,abandoned,0,1,0,user_request,"April 25, 2025","April 1, 2025",urban,0,0,0,0.7,0.54,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,[LAND],LAND,web,147,0,0,0,1,0,0
S2594,U1365,voice,KINYARWANDA,46,7,completed,1,0,0,,"February 13, 2025","February 1, 2025",rural,0,1,1,0.7,0.66,0,0.6,1,1,0,3,2,3,0,3,0,60,0,2,2,0,1,0,0,0,0,0,0,0,[],,,,0,0,1,0,0,1
S2595,U1227,voice,KINYARWANDA,167,10,abandoned,0,1,0,,"February 16, 2025","February 1, 2025",rural,0,1,1,0.81,0.69,0,0.25,1,0,0,1,3,1,0,1,0,25,25,0,1,1,2,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S2596,U1138,voice,KINYARWANDA,126,3,abandoned,0,1,0,,"February 4, 2025","February 1, 2025",rural,0,0,0,0.75,0.7,0.33,0.33,0,1,0,0,3,2,1,1,0,66.7,33.3,1,0,1,1,0,0,0,0,0,0,0,[],,,,1,1,1,0,0,0
S2597,U1435,voice,KINYARWANDA,72,14,abandoned,0,1,0,,"March 28, 2025","March 1, 2025",urban,0,1,1,0.78,0.59,0,0.33,0,1,0,2,4,3,0,2,1,50,16.7,4,0,1,1,0,0,1,0,0,1,0,[DL],DL,voice,,0,0,1,1,0,0
S2598,U1398,voice,KINYARWANDA,247,3,abandoned,0,1,0,,"April 1, 2025","April 1, 2025",urban,1,0,1,0.79,0.7,0.43,0.14,0,0,0,1,6,4,3,1,0,57.1,14.3,3,2,1,1,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,0
S2599,U1210,voice,KINYARWANDA,91,9,completed,1,0,0,,"March 1, 2025","March 1, 2025",rural,0,1,1,0.69,0.75,0,0.33,1,1,0,3,3,3,0,2,1,50,0,5,0,0,1,0,0,0,0,0,0,0,[],,,,0,0,1,0,0,1
S2600,U1390,voice,KINYARWANDA,51,7,abandoned,0,1,0,repeated_errors,"March 31, 2025","March 1, 2025",urban,0,1,1,0.8,0.77,0.33,0,0,0,0,4,2,3,2,0,1,50,33.3,2,2,2,0,0,0,1,1,1,0,0,[DL],DL,voice,56,1,1,0,1,0,0
S2601,U1498,voice,KINYARWANDA,148,7,transferred,0,0,1,,"February 21, 2025","February 1, 2025",urban,0,1,1,0.83,0.71,0.25,0.25,0,0,0,1,3,3,1,1,1,75,25,1,1,1,1,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S2602,U1027,voice,KINYARWANDA,32,3,completed,1,0,0,system,"January 8, 2025","January 1, 2025",rural,0,0,0,0.79,0.86,0.33,0.33,0,1,0,1,2,2,1,1,0,66.7,66.7,0,0,2,1,0,0,0,0,0,0,0,[],,,,1,1,1,0,0,0
S2603,U1050,voice,KINYARWANDA,69,11,transferred,0,0,1,repeated_errors,"April 17, 2025","April 1, 2025",urban,0,0,0,0.6,0.61,0.5,0,0,0,0,0,2,1,1,0,0,50,0,1,0,0,1,0,0,2,0,0,1,1,[DL],DL,voice,,0,1,0,1,0,0
S2604,U1490,voice,KINYARWANDA,210,3,completed,1,0,0,user_request,"March 21, 2025","March 1, 2025",rural,0,1,1,0.7,0.65,0.5,0,0,0,0,1,3,2,2,0,0,50,0,2,2,0,0,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,1
S2605,U1441,voice,KINYARWANDA,116,7,completed,1,0,0,,"February 10, 2025","February 1, 2025",urban,0,1,1,0.75,0.83,0.43,0,0,0,0,3,4,3,3,0,0,42.9,14.3,4,2,1,0,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,1
S2606,U1260,voice,KINYARWANDA,123,12,completed,1,0,0,,"January 3, 2025","January 1, 2025",urban,0,1,1,0.84,0.67,0,0.2,1,0,0,3,2,1,0,1,0,20,20,1,2,1,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,1
S2607,U1260,voice,KINYARWANDA,66,11,transferred,0,0,1,,"April 6, 2025","April 1, 2025",urban,0,1,1,0.81,0.77,0.29,0.43,0,1,0,5,2,5,2,3,0,71.4,0,3,2,0,2,0,0,0,0,0,0,0,[],,,,0,0,1,0,0,0
S2608,U1349,voice,KINYARWANDA,79,6,completed,1,0,0,repeated_errors,"March 10, 2025","March 1, 2025",urban,0,1,1,0.82,0.81,0.5,0.25,0,0,0,1,3,3,2,1,0,75,0,2,1,0,1,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,1
S2609,U1351,voice,KINYARWANDA,37,10,transferred,0,0,1,user_request,"March 25, 2025","March 1, 2025",urban,0,0,0,0.84,0.7,0.25,0,0,0,0,3,1,1,1,0,0,25,25,1,2,1,0,0,0,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,web,296,1,0,0,1,0,0
S2610,U1007,voice,KINYARWANDA,130,8,transferred,0,0,1,,"January 14, 2025","January 1, 2025",urban,0,0,0,0.91,0.97,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,ussd,558,0,0,0,1,0,0
S2611,U1319,voice,KINYARWANDA,37,13,completed,1,0,0,,"April 6, 2025","April 1, 2025",rural,0,1,1,0.81,0.82,0.14,0.29,1,0,0,3,4,3,1,2,0,42.9,0,4,2,0,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,1
S2612,U1137,voice,KINYARWANDA,35,5,completed,1,0,0,user_request,"January 26, 2025","January 1, 2025",urban,0,0,0,0.71,0.88,1,0,0,0,1,2,1,3,3,0,0,100,66.7,0,1,2,0,0,0,0,0,0,0,0,[],,,,1,1,0,0,0,0
S2613,U1037,voice,KINYARWANDA,88,6,abandoned,0,1,0,,"April 21, 2025","April 1, 2025",rural,0,0,0,0.77,0.67,0.38,0.25,0,0,0,2,6,5,3,2,0,62.5,25,3,1,2,2,0,0,1,0,0,0,1,[ID_REPLACEMENT],ID_REPLACEMENT,voice,,1,1,0,1,0,0
S2614,U1110,voice,KINYARWANDA,203,4,completed,1,0,0,repeated_errors,"March 11, 2025","March 1, 2025",rural,1,0,1,0.77,0.64,0.33,0,0,0,0,2,4,2,2,0,0,33.3,0,1,2,0,3,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,1
S2615,U1479,voice,KINYARWANDA,40,3,abandoned,0,1,0,,"February 27, 2025","February 1, 2025",rural,0,1,1,0.81,0.84,0.17,0.33,1,1,0,4,2,3,1,2,0,50,16.7,2,3,1,0,0,0,1,0,0,1,0,[ID_REPLACEMENT],ID_REPLACEMENT,voice,,0,0,1,1,0,0
S2616,U1367,voice,KINYARWANDA,197,10,completed,1,0,0,user_request,"April 10, 2025","April 1, 2025",urban,0,0,0,0.82,0.73,0.25,0,0,0,0,2,2,1,1,0,0,25,0,2,1,0,1,0,0,1,1,1,0,0,[LAND],LAND,voice,620,0,0,0,1,1,0
S2617,U1219,voice,KINYARWANDA,157,3,completed,1,0,0,,"February 9, 2025","February 1, 2025",urban,0,1,1,0.85,0.73,0.57,0,0,0,0,3,4,5,4,0,1,71.4,42.9,3,0,3,1,0,0,0,0,0,0,0,[],,,,1,1,0,0,0,1
S2618,U1336,voice,KINYARWANDA,10,13,abandoned,0,1,0,,"February 20, 2025","February 1, 2025",urban,0,1,1,0.77,0.66,0,0.4,1,1,0,2,3,2,0,2,0,40,0,4,1,0,0,0,0,3,1,3,0,0,"[ID_REPLACEMENT, DL]",ID_REPLACEMENT,web,465.33,0,0,1,1,0,0
S2619,U1222,voice,KINYARWANDA,114,3,completed,1,0,0,repeated_errors,"January 5, 2025","January 1, 2025",rural,1,1,1,0.84,0.68,0.29,0.29,0,0,0,1,6,4,2,2,0,57.1,14.3,4,2,1,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,1
S2620,U1135,voice,KINYARWANDA,39,6,completed,1,0,0,system,"March 18, 2025","March 1, 2025",rural,0,1,1,0.7,0.69,0.33,0.11,0,0,0,4,5,5,3,1,1,55.6,0,5,4,0,0,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,1
S2621,U1255,voice,KINYARWANDA,101,12,completed,1,0,0,,"February 1, 2025","February 1, 2025",rural,0,1,1,0.65,0.72,0.2,0,1,0,0,3,2,3,1,0,2,60,0,4,1,0,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,1
S2622,U1359,voice,KINYARWANDA,75,14,completed,1,0,0,,"March 21, 2025","March 1, 2025",rural,1,0,1,0.71,0.71,0.22,0.33,1,1,0,4,5,5,2,3,0,55.6,0,4,3,0,2,0,0,1,0,0,0,1,[LAND],LAND,voice,,0,0,1,1,0,1
S2623,U1408,voice,KINYARWANDA,321,12,completed,1,0,0,repeated_errors,"January 1, 2025","January 1, 2025",urban,0,0,0,0.85,0.71,0.14,0.14,1,0,0,4,3,2,1,1,0,28.6,14.3,2,1,1,3,0,0,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,web,319,0,0,0,1,1,0
S2624,U1328,voice,KINYARWANDA,152,8,abandoned,0,1,0,system,"March 18, 2025","March 1, 2025",rural,0,0,0,0.64,0.53,0.17,0.17,0,0,0,5,1,3,1,1,1,50,16.7,1,1,1,3,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2625,U1449,voice,KINYARWANDA,78,11,completed,1,0,0,user_request,"February 23, 2025","February 1, 2025",rural,0,0,0,0.64,0.69,0,0.14,1,0,0,5,2,1,0,1,0,14.3,42.9,1,1,3,2,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S2626,U1462,voice,KINYARWANDA,119,3,completed,1,0,0,system,"January 11, 2025","January 1, 2025",urban,0,1,1,0.72,0.66,0.1,0.3,1,0,0,4,6,4,1,3,0,40,20,4,3,2,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,1
S2627,U1433,voice,KINYARWANDA,190,9,abandoned,0,1,0,,"February 22, 2025","February 1, 2025",rural,0,0,0,0.74,0.71,0,0,1,0,0,1,6,1,0,0,1,14.3,0,4,1,0,2,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2628,U1450,voice,KINYARWANDA,102,12,completed,1,0,0,,"January 8, 2025","January 1, 2025",urban,0,0,0,0.6,0.65,0.5,0.5,0,1,0,1,1,2,1,1,0,100,0,0,2,0,0,0,0,0,0,0,0,0,[],,,,0,1,1,0,0,0
S2629,U1048,voice,KINYARWANDA,302,13,completed,1,0,0,repeated_errors,"January 25, 2025","January 1, 2025",rural,0,0,0,0.76,0.73,0,0.5,1,1,0,2,2,2,0,2,0,50,0,0,1,0,3,0,0,2,1,2,0,0,"[ID_REPLACEMENT, DL]",ID_REPLACEMENT,web,613.5,0,0,1,1,1,0
S2630,U1291,voice,KINYARWANDA,105,7,transferred,0,0,1,user_request,"February 9, 2025","February 1, 2025",rural,0,1,1,0.8,0.77,0.25,0,0,0,0,2,2,1,1,0,0,25,25,2,1,1,0,0,0,1,1,1,0,0,[BIRTH_CERT],BIRTH_CERT,web,212,1,0,0,1,0,0
S2631,U1381,voice,KINYARWANDA,133,14,abandoned,0,1,0,,"February 1, 2025","February 1, 2025",urban,0,1,1,0.77,0.73,0.71,0,0,0,0,2,5,5,5,0,0,71.4,42.9,3,0,3,1,0,0,0,0,0,0,0,[],,,,1,1,0,0,0,0
S2632,U1323,voice,KINYARWANDA,93,10,abandoned,0,1,0,,"March 29, 2025","March 1, 2025",rural,0,1,1,0.77,0.69,0,0.29,1,0,0,4,3,3,0,2,1,42.9,0,3,2,0,2,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2633,U1077,voice,KINYARWANDA,56,9,abandoned,0,1,0,user_request,"January 28, 2025","January 1, 2025",rural,0,0,0,0.8,0.67,0,0.17,1,0,0,1,5,3,0,1,2,50,16.7,2,1,1,2,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2634,U1104,voice,KINYARWANDA,72,6,completed,1,0,0,,"March 19, 2025","March 1, 2025",urban,0,0,0,0.72,0.71,0.25,0,0,0,0,0,4,1,1,0,0,25,25,0,2,1,1,0,0,1,1,1,0,0,[LAND],LAND,ussd,989,1,0,0,1,1,0
S2635,U1168,voice,KINYARWANDA,97,6,abandoned,0,1,0,,"April 19, 2025","April 1, 2025",rural,0,1,1,0.76,0.78,0,0.5,1,1,0,2,0,1,0,1,0,50,0,1,0,0,1,0,0,0,0,0,0,0,[],,,,0,0,1,0,0,0
S2636,U1216,voice,KINYARWANDA,221,8,completed,1,0,0,,"January 3, 2025","January 1, 2025",rural,0,1,1,0.79,0.8,0.33,0.33,0,1,0,2,1,2,1,1,0,66.7,0,1,1,0,1,0,0,0,0,0,0,0,[],,,,0,1,1,0,0,1
S2637,U1377,voice,KINYARWANDA,249,8,completed,1,0,0,repeated_errors,"April 10, 2025","April 1, 2025",rural,0,0,0,0.78,0.74,0.22,0.33,1,1,0,6,3,6,2,3,1,66.7,33.3,3,3,3,0,0,0,0,0,0,0,0,[],,,,1,0,1,0,0,0
S2638,U1118,voice,KINYARWANDA,326,11,completed,1,0,0,repeated_errors,"April 1, 2025","April 1, 2025",urban,0,1,1,0.81,0.72,0.2,0.2,1,0,0,4,1,3,1,1,1,60,20,2,2,1,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,1
S2639,U1189,voice,KINYARWANDA,55,14,completed,1,0,0,,"March 25, 2025","March 1, 2025",rural,0,0,0,0.64,0.71,0,0,1,0,0,2,2,0,0,0,0,0,25,1,2,1,0,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S2640,U1254,voice,KINYARWANDA,175,7,completed,1,0,0,repeated_errors,"April 21, 2025","April 1, 2025",rural,0,0,0,0.77,0.74,0.75,0,0,0,0,2,2,3,3,0,0,75,0,2,0,0,2,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,0
S2641,U1369,voice,KINYARWANDA,229,10,transferred,0,0,1,repeated_errors,"March 20, 2025","March 1, 2025",rural,0,1,1,0.8,0.81,0.5,0,0,0,0,3,1,3,2,0,1,75,0,3,1,0,0,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,0
S2642,U1265,voice,KINYARWANDA,46,7,completed,1,0,0,,"March 3, 2025","March 1, 2025",urban,0,1,1,0.59,0.86,0.25,0.25,0,0,0,2,2,2,1,1,0,50,0,2,1,0,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,1
S2643,U1148,voice,KINYARWANDA,110,4,completed,1,0,0,repeated_errors,"January 27, 2025","January 1, 2025",rural,0,0,0,0.81,0.68,0.25,0,0,0,0,2,2,1,1,0,0,25,0,2,2,0,0,0,0,1,1,1,0,0,[LAND],LAND,voice,154,0,0,0,1,1,0
S2644,U1163,voice,KINYARWANDA,18,8,completed,1,0,0,,"April 27, 2025","April 1, 2025",rural,0,0,0,0.64,0.81,0,0,1,0,0,2,2,0,0,0,0,0,0,3,1,0,0,0,0,2,1,1,1,0,"[LAND, ID_REPLACEMENT]",LAND,voice,248,0,0,0,1,1,0
S2645,U1139,voice,KINYARWANDA,161,11,completed,1,0,0,,"February 14, 2025","February 1, 2025",urban,0,0,0,0.84,0.74,0.25,0.25,0,0,0,2,2,3,1,1,1,75,25,3,0,1,0,0,0,1,1,1,0,0,[LAND],LAND,web,234,1,0,0,1,1,0
S2646,U1346,voice,KINYARWANDA,247,5,abandoned,0,1,0,,"April 15, 2025","April 1, 2025",urban,1,1,1,0.74,0.72,0.2,0,1,0,0,1,4,1,1,0,0,20,0,3,1,0,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2647,U1487,voice,KINYARWANDA,28,3,completed,1,0,0,,"April 2, 2025","April 1, 2025",rural,0,0,0,0.82,0.68,0.25,0,0,0,0,2,2,1,1,0,0,25,25,1,1,1,1,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S2648,U1257,voice,KINYARWANDA,59,3,completed,1,0,0,,"January 25, 2025","January 1, 2025",urban,0,0,0,0.75,0.75,0.27,0.091,0,0,0,5,6,5,3,1,1,45.5,9.1,4,3,1,3,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2649,U1373,voice,KINYARWANDA,58,5,completed,1,0,0,user_request,"April 16, 2025","April 1, 2025",urban,0,0,0,0.74,0.71,0.43,0,0,0,0,5,2,4,3,0,1,57.1,14.3,2,4,1,0,0,0,2,1,1,0,1,"[BIRTH_CERT, LAND]",BIRTH_CERT,voice,528,0,1,0,1,1,0
S2650,U1268,voice,KINYARWANDA,43,12,abandoned,0,1,0,repeated_errors,"March 2, 2025","March 1, 2025",rural,0,0,0,0.55,0.62,0.67,0,0,0,0,3,0,2,2,0,0,66.7,0,1,2,0,0,0,0,1,1,1,0,0,[DL],DL,web,117,0,1,0,1,0,0
S2651,U1180,voice,KINYARWANDA,111,7,completed,1,0,0,user_request,"February 13, 2025","February 1, 2025",rural,0,0,0,0.69,0.72,0.25,0,0,0,0,3,1,1,1,0,0,25,25,1,0,1,2,0,0,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,voice,763,1,0,0,1,1,0
S2652,U1159,voice,KINYARWANDA,151,5,completed,1,0,0,,"April 20, 2025","April 1, 2025",urban,0,1,1,0.75,0.79,0.25,0,0,0,0,2,2,1,1,0,0,25,25,3,0,1,0,0,0,2,1,1,1,0,[BIRTH_CERT],BIRTH_CERT,voice,273,1,0,0,1,1,1
S2653,U1350,voice,KINYARWANDA,169,11,completed,1,0,0,,"April 7, 2025","April 1, 2025",rural,1,0,1,0.76,0.82,0.17,0,1,0,0,2,4,1,1,0,0,16.7,16.7,4,1,1,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,1
S2654,U1399,voice,KINYARWANDA,199,10,completed,1,0,0,,"February 15, 2025","February 1, 2025",urban,1,0,1,0.7,0.64,0.11,0,1,0,0,4,5,2,1,0,1,22.2,11.1,4,1,1,3,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,1
S2655,U1287,voice,KINYARWANDA,329,5,completed,1,0,0,,"January 14, 2025","January 1, 2025",rural,0,1,1,0.78,0.67,0.33,0.33,0,1,0,2,1,2,1,1,0,66.7,33.3,0,1,1,1,0,0,2,1,2,0,0,"[DL, BIRTH_CERT]",DL,voice,244,1,1,1,1,1,1
S2656,U1287,voice,KINYARWANDA,109,11,abandoned,0,1,0,,"January 8, 2025","January 1, 2025",rural,0,1,1,0.84,0.75,0.33,0.33,0,1,0,0,6,4,2,2,0,66.7,0,2,4,0,0,0,0,0,0,0,0,0,[],,,,0,1,1,0,0,0
S2657,U1379,voice,KINYARWANDA,84,8,abandoned,0,1,0,repeated_errors,"February 17, 2025","February 1, 2025",rural,0,0,0,0.74,0.63,0.33,0,0,0,0,3,3,4,2,0,2,66.7,33.3,2,2,2,0,0,0,0,0,0,0,0,[],,,,1,1,0,0,0,0
S2658,U1225,voice,KINYARWANDA,323,9,abandoned,0,1,0,system,"January 14, 2025","January 1, 2025",rural,0,0,0,0.63,0.74,0,0.25,1,0,0,2,2,1,0,1,0,25,0,1,2,0,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2659,U1010,voice,KINYARWANDA,110,6,completed,1,0,0,,"March 6, 2025","March 1, 2025",rural,0,1,1,0.75,0.73,0.33,0,0,0,0,2,1,1,1,0,0,33.3,0,0,2,0,1,0,0,0,0,0,0,0,[],,,,0,1,0,0,0,1
S2660,U1009,voice,KINYARWANDA,71,6,completed,1,0,0,,"March 21, 2025","March 1, 2025",urban,0,0,0,0.78,0.63,0.14,0.14,1,0,0,3,4,2,1,1,0,28.6,28.6,1,1,2,3,0,0,2,1,1,0,1,"[ID_REPLACEMENT, BIRTH_CERT]",ID_REPLACEMENT,voice,205,1,0,0,1,1,0
S2661,U1270,voice,KINYARWANDA,272,14,completed,1,0,0,user_request,"March 23, 2025","March 1, 2025",urban,0,0,0,0.6,0.76,0,0.25,1,0,0,3,1,1,0,1,0,25,25,1,1,1,1,0,0,1,1,1,0,0,[ID_REPLACEMENT],ID_REPLACEMENT,ussd,501,1,0,0,1,1,0
S2662,U1272,voice,KINYARWANDA,86,4,transferred,0,0,1,,"January 7, 2025","January 1, 2025",urban,0,0,0,0.67,0.68,0.14,0.14,1,0,0,4,3,3,1,1,1,42.9,14.3,3,3,1,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2663,U1423,voice,KINYARWANDA,167,7,abandoned,0,1,0,user_request,"March 20, 2025","March 1, 2025",rural,0,1,1,0.81,0.74,0.33,0,0,0,0,6,3,3,3,0,0,33.3,11.1,4,3,1,1,0,0,1,0,0,0,1,[ID_REPLACEMENT],ID_REPLACEMENT,voice,,0,1,0,1,0,0
S2664,U1401,voice,KINYARWANDA,68,10,abandoned,0,1,0,repeated_errors,"March 29, 2025","March 1, 2025",urban,1,1,1,0.83,0.78,0.25,0,0,0,0,2,2,1,1,0,0,25,25,2,1,1,0,0,0,1,1,1,0,0,[LAND],LAND,ussd,794,1,0,0,1,0,0
S2665,U1182,voice,KINYARWANDA,159,9,completed,1,0,0,system,"February 18, 2025","February 1, 2025",urban,0,0,0,0.76,0.6,0.33,0.17,0,0,0,5,1,4,2,1,1,66.7,33.3,4,0,2,0,0,0,1,1,1,0,0,[LAND],LAND,voice,469,1,1,0,1,1,0
S2666,U1456,voice,KINYARWANDA,170,9,completed,1,0,0,,"April 25, 2025","April 1, 2025",rural,0,0,0,0.74,0.79,0.6,0,0,0,0,2,3,3,3,0,0,60,60,2,0,3,0,0,0,0,0,0,0,0,[],,,,1,1,0,0,0,0
S2667,U1152,voice,KINYARWANDA,271,8,completed,1,0,0,repeated_errors,"February 24, 2025","February 1, 2025",rural,0,0,0,0.68,0.72,0,0,1,0,0,1,1,1,0,0,1,50,0,2,0,0,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2668,U1487,voice,KINYARWANDA,85,5,abandoned,0,1,0,,"January 13, 2025","January 1, 2025",rural,0,0,0,0.74,0.63,0.17,0.17,1,0,0,4,2,2,1,1,0,33.3,16.7,2,2,1,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2669,U1314,voice,KINYARWANDA,118,7,transferred,0,0,1,repeated_errors,"March 14, 2025","March 1, 2025",urban,0,0,0,0.79,0.68,0.17,0,1,0,0,2,4,2,1,0,1,33.3,0,4,2,0,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2670,U1333,voice,KINYARWANDA,142,3,transferred,0,0,1,,"February 25, 2025","February 1, 2025",rural,0,0,0,0.69,0.64,0,0.2,1,0,0,4,1,2,0,1,1,40,20,1,1,1,2,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2671,U1123,voice,KINYARWANDA,107,9,completed,1,0,0,,"February 25, 2025","February 1, 2025",rural,0,0,0,0.33,0.54,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2672,U1472,voice,KINYARWANDA,57,11,completed,1,0,0,,"January 15, 2025","January 1, 2025",rural,0,0,0,0.87,0.72,0,0,1,0,0,3,1,0,0,0,0,0,50,0,1,2,1,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S2673,U1113,voice,KINYARWANDA,215,3,transferred,0,0,1,,"February 26, 2025","February 1, 2025",urban,1,0,1,0.7,0.77,0.2,0,1,0,0,3,2,1,1,0,0,20,0,3,2,0,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,0
S2674,U1277,voice,KINYARWANDA,114,4,abandoned,0,1,0,user_request,"February 27, 2025","February 1, 2025",urban,0,0,0,0.87,0.71,0.25,0,0,0,0,4,0,1,1,0,0,25,75,1,0,3,0,0,0,0,0,0,0,0,[],,,,1,0,0,0,0,0
S2675,U1499,voice,KINYARWANDA,24,5,completed,1,0,0,repeated_errors,"February 4, 2025","February 1, 2025",urban,0,0,0,0.78,0.79,0,0.2,1,0,0,3,2,1,0,1,0,20,0,3,1,0,1,0,0,3,1,3,0,0,"[LAND, BIRTH_CERT]",BIRTH_CERT,voice,710.33,0,0,0,1,1,0
S2676,U1413,voice,KINYARWANDA,38,5,completed,1,0,0,repeated_errors,"March 29, 2025","March 1, 2025",rural,0,1,1,0.69,0.8,0.2,0,1,0,0,1,4,2,1,0,1,40,0,1,3,0,1,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,1
S2677,U1467,voice,KINYARWANDA,82,10,completed,1,0,0,,"April 7, 2025","April 1, 2025",urban,0,1,1,0.85,0.81,0.25,0.25,0,0,0,4,0,2,1,1,0,50,25,2,0,1,1,0,0,1,0,0,0,1,[BIRTH_CERT],BIRTH_CERT,voice,,1,0,0,1,0,1
S2678,U1212,voice,KINYARWANDA,67,9,completed,1,0,0,repeated_errors,"January 16, 2025","January 1, 2025",urban,0,1,1,0.68,0.76,0.5,0.25,0,0,0,2,2,3,2,1,0,75,25,2,1,1,0,0,0,1,1,1,0,0,[DL],DL,ussd,686,1,1,0,1,1,1
S2679,U1171,voice,KINYARWANDA,31,8,completed,1,0,0,,"January 8, 2025","January 1, 2025",rural,0,0,0,0.73,0.67,0,0.43,1,1,0,3,4,3,0,3,0,42.9,0,6,0,0,1,0,0,1,0,0,0,1,[ID_REPLACEMENT],ID_REPLACEMENT,voice,,0,0,1,1,0,0
S2680,U1287,voice,KINYARWANDA,40,12,abandoned,0,1,0,user_request,"April 3, 2025","April 1, 2025",rural,0,1,1,0.57,0.82,0,0.67,1,1,0,2,1,2,0,2,0,66.7,0,1,2,0,0,0,0,1,1,1,0,0,[LAND],LAND,web,462,0,0,1,1,0,0
S2681,U1434,voice,KINYARWANDA,297,12,completed,1,0,0,system,"March 28, 2025","March 1, 2025",rural,0,1,1,0.84,0.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,[BIRTH_CERT],BIRTH_CERT,voice,,0,0,0,1,0,1
S2682,U1173,voice,KINYARWANDA,208,13,completed,1,0,0,,"February 14, 2025","February 1, 2025",rural,0,1,1,0.84,0.7,0,0,1,0,0,4,1,1,0,0,1,20,20,1,1,1,2,0,0,4,1,2,2,0,"[ID_REPLACEMENT, DL, LAND]",DL,voice,256.5,0,0,0,1,1,1
S2683,U1112,voice,KINYARWANDA,249,6,completed,1,0,0,user_request,"April 5, 2025","April 1, 2025",urban,0,1,1,0.67,0.69,0.11,0.22,1,0,0,5,4,4,1,2,1,44.4,11.1,5,3,1,0,0,0,0,0,0,0,0,[],,,,0,0,0,0,0,1
S2684,U1375,voice,KINYARWANDA,291,11,abandoned,0,1,0,,"February 9, 2025","February 1, 2025",rural,0,0,0,0.56,0.67,0.14,0.43,1,1,0,5,2,4,1,3,0,57.1,14.3,2,3,1,1,0,0,1,0,0,0,1,[ID_REPLACEMENT],ID_REPLACEMENT,ussd,,0,0,1,1,0,0
